authority,contract_org_type,domain,funding_color_weight,funding_source,gate,gate_penalty_factor,gate_prob_base,gate_prob_final,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
Title50,,Air,1.0,UFR,funding,0.343,0.245,0.084035,SIGINT,Kinetic,26,,,,favorable_with_caveats,,,Commercial,fail,Leidos,NAVWAR,proj-14,14,USMC,Agency,feasibility,28,4
Title10,,Maritime,1.0,External,funding,0.343,0.28,0.09604,MASINT,NonKinetic,9,,,,favorable,,,GovLab,fail,SAIC,DARPA,proj-15,15,Air Force,CCMD,feasibility,28,2
Title50,GovContractor,ISR,,ProgramBase,contracting,0.49,0.55,0.2695,HUMINT,NonKinetic,12,,,,favorable_with_caveats,,,GovContractor,fail,Boeing,PEO C4I,proj-16,16,USMC,Agency,feasibility,28,4
Title50,,Air,1.0,UFR,funding,0.343,0.245,0.084035,MASINT,Kinetic,12,,,,favorable_with_caveats,,,GovLab,fail,Leidos,DARPA,proj-18,18,Space Force,Agency,prototype_demo,28,3
Title50,,Space,1.0,UFR,funding,0.343,0.245,0.084035,MASINT,NonKinetic,25,,,,favorable,,,GovLab,fail,LM,PEO C4I,proj-19,19,Space Force,Service HQ,feasibility,28,2
Title10,,Maritime,1.0,UFR,funding,0.343,0.245,0.084035,GEOINT,NonKinetic,15,,,,favorable,,,GovContractor,fail,None,NAVWAR,proj-20,20,Space Force,Service HQ,prototype_demo,28,5
Title50,,ISR,1.0,External,funding,0.343,0.28,0.09604,OSINT,Kinetic,28,,,,favorable,,,GovContractor,fail,SAIC,NRL,proj-21,21,IC,POC-User,feasibility,28,2
Title10,,Space,1.0,POM,funding,0.343,0.315,0.108045,SIGINT,Kinetic,20,,,,favorable,,,GovLab,fail,SAIC,NRL,proj-22,22,IC,Agency,feasibility,28,2
Title10,,EW,1.0,External,funding,0.343,0.28,0.09604,HUMINT,NonKinetic,3,,,,favorable_with_caveats,,,Commercial,fail,None,AFLCMC,proj-25,25,USMC,Service HQ,prototype_demo,28,5
Title10,,Space,0.75,External,funding,0.343,0.18,0.06174,MASINT,Kinetic,21,,,,favorable,,,GovLab,fail,None,AFLCMC,proj-26,26,Army,CCMD,functional_test,28,6
Title10,,ISR,1.0,ProgramBase,funding,0.3675,0.35,0.128625,HUMINT,NonKinetic,5,,,,favorable,,,Commercial,fail,Boeing,DEVCOM,proj-28,28,USMC,Agency,feasibility,28,3
Title10,,Maritime,1.0,Partner,funding,0.343,0.2625,0.090037,MASINT,NonKinetic,26,,,,favorable_with_caveats,,,Commercial,fail,Leidos,DARPA,proj-29,29,Air Force,Agency,feasibility,28,2
Title50,,Land,1.0,Partner,funding,0.343,0.2625,0.090037,SIGINT,NonKinetic,18,,,,favorable_with_caveats,,,GovLab,fail,SAIC,NRL,proj-30,30,IC,CCMD,feasibility,28,2
Title10,,Land,1.0,POM,funding,0.343,0.315,0.108045,MASINT,NonKinetic,16,,,,favorable,,,GovLab,fail,LM,NRL,proj-31,31,Air Force,CCMD,feasibility,28,3
Title50,,Cyber,1.0,POM,funding,0.343,0.315,0.108045,HUMINT,Kinetic,4,,,,favorable,,,GovLab,fail,None,PEO C4I,proj-32,32,Army,Agency,prototype_demo,28,3
Title50,,Cyber,1.0,UFR,funding,0.441,0.245,0.108045,MASINT,Kinetic,2,,,,favorable_with_caveats,,,Commercial,fail,Boeing,PEO C4I,proj-34,34,USMC,CCMD,feasibility,28,3
Title50,,Maritime,1.0,POM,funding,0.343,0.315,0.108045,SIGINT,NonKinetic,22,,,,favorable_with_caveats,,,GovContractor,fail,NG,PEO C4I,proj-35,35,Army,POC-User,feasibility,28,3
Title10,,Air,1.0,ProgramBase,funding,0.343,0.35,0.12005,MASINT,Kinetic,20,,,,favorable_with_caveats,,,GovContractor,fail,Leidos,DARPA,proj-37,37,IC,POC-User,feasibility,28,2
Title10,,Space,1.0,Partner_CoDev,funding,0.343,0.2975,0.102042,SIGINT,NonKinetic,5,,,,unfavorable,,,Commercial,fail,Boeing,PEO C4I,proj-39,39,Army,CCMD,feasibility,28,4
Title50,,Space,1.0,ProgramBase,funding,0.343,0.35,0.12005,SIGINT,Kinetic,28,,,,favorable,,,Commercial,fail,None,NAVWAR,proj-1,1,IC,POC-User,prototype_demo,29,3
Title50,,Land,1.0,Partner_CoDev,attempt,0.343,0.35,0.12005,OSINT,NonKinetic,,,,,not_conducted,,,Commercial,start,SAIC,DEVCOM,proj-3,3,USMC,Agency,,29,4
Title50,,Land,1.0,Partner_CoDev,funding,0.49,0.2975,0.145775,OSINT,NonKinetic,0,,,,favorable_with_caveats,,,Commercial,fail,SAIC,DEVCOM,proj-3,3,USMC,Agency,feasibility,29,4
Title10,,Air,1.0,External,funding,0.343,0.28,0.09604,HUMINT,Kinetic,19,,,,favorable,,,Commercial,fail,SAIC,NRL,proj-5,5,IC,CCMD,feasibility,29,3
Title10,,Cyber,1.0,POM,funding,0.343,0.315,0.108045,HUMINT,Kinetic,11,,,,favorable_with_caveats,,,GovContractor,fail,LM,NAVWAR,proj-6,6,IC,Agency,feasibility,29,2
Title10,,Cyber,1.0,Partner_CoDev,funding,0.343,0.2975,0.102042,SIGINT,NonKinetic,17,,,,favorable,,,Commercial,fail,NG,DEVCOM,proj-8,8,IC,CCMD,feasibility,29,3
Title50,,Maritime,1.0,POM,funding,0.441,0.315,0.138915,MASINT,NonKinetic,2,,,,favorable_with_caveats,,,Commercial,fail,SAIC,NAVWAR,proj-9,9,Navy,Agency,prototype_demo,29,4
Title10,,Maritime,1.0,UFR,funding,0.343,0.245,0.084035,HUMINT,NonKinetic,25,,,,favorable_with_caveats,,,GovContractor,fail,SAIC,NRL,proj-10,10,Army,CCMD,feasibility,29,3
Title50,,Maritime,1.0,Partner_CoDev,funding,0.343,0.2975,0.102042,HUMINT,Kinetic,11,,,,favorable_with_caveats,,,GovContractor,fail,NG,DEVCOM,proj-13,13,Space Force,POC-User,feasibility,29,3
Title50,,Air,1.0,UFR,funding,0.343,0.245,0.084035,SIGINT,Kinetic,27,,,,favorable_with_caveats,,,Commercial,fail,Leidos,NAVWAR,proj-14,14,USMC,Agency,feasibility,29,4
Title10,,Maritime,1.0,External,funding,0.343,0.28,0.09604,MASINT,NonKinetic,10,,,,favorable,,,GovLab,fail,SAIC,DARPA,proj-15,15,Air Force,CCMD,feasibility,29,2
Title50,,ISR,1.0,ProgramBase,funding,0.343,0.35,0.12005,HUMINT,NonKinetic,13,,,,favorable_with_caveats,,,GovContractor,fail,Boeing,PEO C4I,proj-16,16,USMC,Agency,feasibility,29,4
Title50,,Air,1.0,UFR,funding,0.343,0.245,0.084035,MASINT,Kinetic,13,,,,favorable_with_caveats,,,GovLab,fail,Leidos,DARPA,proj-18,18,Space Force,Agency,prototype_demo,29,3
Title50,,Space,1.0,UFR,funding,0.343,0.245,0.084035,MASINT,NonKinetic,26,,,,favorable,,,GovLab,fail,LM,PEO C4I,proj-19,19,Space Force,Service HQ,feasibility,29,2
Title10,,Maritime,1.0,UFR,funding,0.343,0.245,0.084035,GEOINT,NonKinetic,16,,,,favorable,,,GovContractor,fail,None,NAVWAR,proj-20,20,Space Force,Service HQ,prototype_demo,29,5
Title50,,ISR,1.0,External,funding,0.343,0.28,0.09604,OSINT,Kinetic,29,,,,favorable,,,GovContractor,fail,SAIC,NRL,proj-21,21,IC,POC-User,feasibility,29,2
Title10,,Space,1.0,POM,funding,0.343,0.315,0.108045,SIGINT,Kinetic,21,,,,favorable,,,GovLab,fail,SAIC,NRL,proj-22,22,IC,Agency,feasibility,29,2
Title10,,EW,1.0,External,funding,0.343,0.28,0.09604,HUMINT,NonKinetic,4,,,,favorable_with_caveats,,,Commercial,fail,None,AFLCMC,proj-25,25,USMC,Service HQ,prototype_demo,29,5
Title10,,Space,0.75,External,funding,0.343,0.18,0.06174,MASINT,Kinetic,22,,,,favorable,,,GovLab,fail,None,AFLCMC,proj-26,26,Army,CCMD,functional_test,29,6
Title10,,ISR,0.75,ProgramBase,attempt,0.343,0.18,0.06174,SIGINT,NonKinetic,,,,,not_conducted,,,GovLab,start,NG,AFLCMC,proj-27,27,IC,Service HQ,,29,3
Title10,,ISR,1.0,ProgramBase,funding,0.49,0.35,0.1715,SIGINT,NonKinetic,0,,,,favorable_with_caveats,,,GovLab,fail,NG,AFLCMC,proj-27,27,IC,Service HQ,feasibility,29,3
Title10,,ISR,1.0,ProgramBase,funding,0.343,0.35,0.12005,HUMINT,NonKinetic,6,,,,favorable,,,Commercial,fail,Boeing,DEVCOM,proj-28,28,USMC,Agency,feasibility,29,3
Title10,,Maritime,1.0,Partner,funding,0.343,0.2625,0.090037,MASINT,NonKinetic,27,,,,favorable_with_caveats,,,Commercial,fail,Leidos,DARPA,proj-29,29,Air Force,Agency,feasibility,29,2
Title50,,Land,1.0,Partner,funding,0.343,0.2625,0.090037,SIGINT,NonKinetic,19,,,,favorable_with_caveats,,,GovLab,fail,SAIC,NRL,proj-30,30,IC,CCMD,feasibility,29,2
Title10,,Land,1.0,POM,funding,0.343,0.315,0.108045,MASINT,NonKinetic,17,,,,favorable,,,GovLab,fail,LM,NRL,proj-31,31,Air Force,CCMD,feasibility,29,3
Title50,,Cyber,1.0,POM,funding,0.343,0.315,0.108045,HUMINT,Kinetic,5,,,,favorable,,,GovLab,fail,None,PEO C4I,proj-32,32,Army,Agency,prototype_demo,29,3
Title50,,Cyber,1.0,UFR,funding,0.4165,0.245,0.102042,MASINT,Kinetic,3,,,,favorable_with_caveats,,,Commercial,fail,Boeing,PEO C4I,proj-34,34,USMC,CCMD,feasibility,29,3
Title50,,Maritime,1.0,POM,funding,0.343,0.315,0.108045,SIGINT,NonKinetic,23,,,,favorable_with_caveats,,,GovContractor,fail,NG,PEO C4I,proj-35,35,Army,POC-User,feasibility,29,3
Title10,,Air,1.0,ProgramBase,funding,0.343,0.35,0.12005,MASINT,Kinetic,21,,,,favorable_with_caveats,,,GovContractor,fail,Leidos,DARPA,proj-37,37,IC,POC-User,feasibility,29,2
Title10,,Space,1.0,Partner_CoDev,funding,0.343,0.2975,0.102042,SIGINT,NonKinetic,6,,,,unfavorable,,,Commercial,fail,Boeing,PEO C4I,proj-39,39,Army,CCMD,feasibility,29,4
Title50,,Space,1.0,ProgramBase,funding,0.343,0.35,0.12005,SIGINT,Kinetic,29,,,,favorable,,,Commercial,fail,None,NAVWAR,proj-1,1,IC,POC-User,prototype_demo,30,3
Title50,,Land,1.0,Partner_CoDev,funding,0.4655,0.2975,0.138486,OSINT,NonKinetic,1,,,,favorable_with_caveats,,,Commercial,fail,SAIC,DEVCOM,proj-3,3,USMC,Agency,feasibility,30,4
Title10,,Air,1.0,External,funding,0.343,0.28,0.09604,HUMINT,Kinetic,20,,,,favorable,,,Commercial,fail,SAIC,NRL,proj-5,5,IC,CCMD,feasibility,30,3
Title10,,Cyber,1.0,POM,funding,0.343,0.315,0.108045,HUMINT,Kinetic,12,,,,favorable_with_caveats,,,GovContractor,fail,LM,NAVWAR,proj-6,6,IC,Agency,feasibility,30,2
Title10,,Cyber,1.0,Partner_CoDev,funding,0.343,0.2975,0.102042,SIGINT,NonKinetic,18,,,,favorable,,,Commercial,fail,NG,DEVCOM,proj-8,8,IC,CCMD,feasibility,30,3
Title50,,Maritime,1.0,POM,funding,0.4165,0.315,0.131197,MASINT,NonKinetic,3,,,,favorable_with_caveats,,,Commercial,fail,SAIC,NAVWAR,proj-9,9,Navy,Agency,prototype_demo,30,4
Title10,,Maritime,1.0,UFR,funding,0.343,0.245,0.084035,HUMINT,NonKinetic,26,,,,favorable_with_caveats,,,GovContractor,fail,SAIC,NRL,proj-10,10,Army,CCMD,feasibility,30,3
Title50,,Maritime,1.0,Partner_CoDev,funding,0.343,0.2975,0.102042,HUMINT,Kinetic,12,,,,favorable_with_caveats,,,GovContractor,fail,NG,DEVCOM,proj-13,13,Space Force,POC-User,feasibility,30,3
Title50,,Air,1.0,UFR,funding,0.343,0.245,0.084035,SIGINT,Kinetic,28,,,,favorable_with_caveats,,,Commercial,fail,Leidos,NAVWAR,proj-14,14,USMC,Agency,feasibility,30,4
Title10,,Maritime,1.0,External,funding,0.343,0.28,0.09604,MASINT,NonKinetic,11,,,,favorable,,,GovLab,fail,SAIC,DARPA,proj-15,15,Air Force,CCMD,feasibility,30,2
Title50,,ISR,1.0,ProgramBase,funding,0.343,0.35,0.12005,HUMINT,NonKinetic,14,,,,favorable_with_caveats,,,GovContractor,fail,Boeing,PEO C4I,proj-16,16,USMC,Agency,feasibility,30,4
Title50,,Air,1.0,UFR,funding,0.343,0.245,0.084035,MASINT,Kinetic,14,,,,favorable_with_caveats,,,GovLab,fail,Leidos,DARPA,proj-18,18,Space Force,Agency,prototype_demo,30,3
Title50,,Space,1.0,UFR,funding,0.343,0.245,0.084035,MASINT,NonKinetic,27,,,,favorable,,,GovLab,fail,LM,PEO C4I,proj-19,19,Space Force,Service HQ,feasibility,30,2
Title10,,Maritime,1.0,UFR,funding,0.343,0.245,0.084035,GEOINT,NonKinetic,17,,,,favorable,,,GovContractor,fail,None,NAVWAR,proj-20,20,Space Force,Service HQ,prototype_demo,30,5
Title50,,ISR,1.0,External,funding,0.343,0.28,0.09604,OSINT,Kinetic,30,,,,favorable,,,GovContractor,fail,SAIC,NRL,proj-21,21,IC,POC-User,feasibility,30,2
Title10,,Space,1.0,POM,funding,0.343,0.315,0.108045,SIGINT,Kinetic,22,,,,favorable,,,GovLab,fail,SAIC,NRL,proj-22,22,IC,Agency,feasibility,30,2
Title10,,EW,1.0,External,funding,0.343,0.28,0.09604,HUMINT,NonKinetic,5,,,,favorable_with_caveats,,,Commercial,fail,None,AFLCMC,proj-25,25,USMC,Service HQ,prototype_demo,30,5
Title10,,Space,0.75,External,funding,0.343,0.18,0.06174,MASINT,Kinetic,23,,,,favorable,,,GovLab,fail,None,AFLCMC,proj-26,26,Army,CCMD,functional_test,30,6
Title10,,ISR,1.0,ProgramBase,funding,0.4655,0.35,0.162925,SIGINT,NonKinetic,1,,,,favorable_with_caveats,,,GovLab,fail,NG,AFLCMC,proj-27,27,IC,Service HQ,feasibility,30,3
Title10,,ISR,1.0,ProgramBase,funding,0.343,0.35,0.12005,HUMINT,NonKinetic,7,,,,favorable,,,Commercial,fail,Boeing,DEVCOM,proj-28,28,USMC,Agency,feasibility,30,3
Title50,,Land,1.0,Partner,funding,0.343,0.2625,0.090037,SIGINT,NonKinetic,20,,,,favorable_with_caveats,,,GovLab,fail,SAIC,NRL,proj-30,30,IC,CCMD,feasibility,30,2
Title10,,Land,1.0,POM,funding,0.343,0.315,0.108045,MASINT,NonKinetic,18,,,,favorable,,,GovLab,fail,LM,NRL,proj-31,31,Air Force,CCMD,feasibility,30,3
Title50,,Cyber,1.0,POM,funding,0.343,0.315,0.108045,HUMINT,Kinetic,6,,,,favorable,,,GovLab,fail,None,PEO C4I,proj-32,32,Army,Agency,prototype_demo,30,3
Title50,,Cyber,1.0,UFR,funding,0.392,0.245,0.09604,MASINT,Kinetic,4,,,,favorable_with_caveats,,,Commercial,fail,Boeing,PEO C4I,proj-34,34,USMC,CCMD,feasibility,30,3
Title50,,Maritime,1.0,POM,funding,0.343,0.315,0.108045,SIGINT,NonKinetic,24,,,,favorable_with_caveats,,,GovContractor,fail,NG,PEO C4I,proj-35,35,Army,POC-User,feasibility,30,3
Title10,,Air,1.0,ProgramBase,funding,0.343,0.35,0.12005,MASINT,Kinetic,22,,,,favorable_with_caveats,,,GovContractor,fail,Leidos,DARPA,proj-37,37,IC,POC-User,feasibility,30,2
Title10,,Space,1.0,Partner_CoDev,funding,0.343,0.2975,0.102042,SIGINT,NonKinetic,7,,,,unfavorable,,,Commercial,fail,Boeing,PEO C4I,proj-39,39,Army,CCMD,feasibility,30,4
Title50,,Space,1.0,ProgramBase,funding,0.343,0.35,0.12005,SIGINT,Kinetic,30,,,,favorable,,,Commercial,fail,None,NAVWAR,proj-1,1,IC,POC-User,prototype_demo,31,3
Title50,,Maritime,1.0,UFR,attempt,0.343,0.35,0.12005,HUMINT,Kinetic,,,,,unfavorable,,,GovContractor,start,Boeing,NAVWAR,proj-2,2,Space Force,POC-User,,31,3
Title50,GovContractor,Maritime,,UFR,contracting,0.665,0.55,0.36575,HUMINT,Kinetic,0,,,,unfavorable,,,GovContractor,fail,Boeing,NAVWAR,proj-2,2,Space Force,POC-User,feasibility,31,3
Title50,,Land,1.0,Partner_CoDev,funding,0.441,0.2975,0.131197,OSINT,NonKinetic,2,,,,favorable_with_caveats,,,Commercial,fail,SAIC,DEVCOM,proj-3,3,USMC,Agency,feasibility,31,4
Title10,,Air,1.0,External,funding,0.343,0.28,0.09604,HUMINT,Kinetic,21,,,,favorable,,,Commercial,fail,SAIC,NRL,proj-5,5,IC,CCMD,feasibility,31,3
Title10,,Cyber,1.0,POM,funding,0.343,0.315,0.108045,HUMINT,Kinetic,13,,,,favorable_with_caveats,,,GovContractor,fail,LM,NAVWAR,proj-6,6,IC,Agency,feasibility,31,2
Title10,,Cyber,1.0,Partner_CoDev,funding,0.343,0.2975,0.102042,SIGINT,NonKinetic,19,,,,favorable,,,Commercial,fail,NG,DEVCOM,proj-8,8,IC,CCMD,feasibility,31,3
Title50,,Maritime,1.0,POM,funding,0.392,0.315,0.12348,MASINT,NonKinetic,4,,,,favorable_with_caveats,,,Commercial,fail,SAIC,NAVWAR,proj-9,9,Navy,Agency,prototype_demo,31,4
Title10,GovContractor,Maritime,,UFR,contracting,0.49,0.55,0.2695,HUMINT,NonKinetic,27,,,,favorable_with_caveats,,,GovContractor,fail,SAIC,NRL,proj-10,10,Army,CCMD,feasibility,31,3
Title50,,Maritime,1.0,Partner_CoDev,funding,0.343,0.2975,0.102042,HUMINT,Kinetic,13,,,,favorable_with_caveats,,,GovContractor,fail,NG,DEVCOM,proj-13,13,Space Force,POC-User,feasibility,31,3
Title50,,Air,1.0,UFR,funding,0.343,0.245,0.084035,SIGINT,Kinetic,29,,,,favorable_with_caveats,,,Commercial,fail,Leidos,NAVWAR,proj-14,14,USMC,Agency,feasibility,31,4
Title10,,Maritime,1.0,External,funding,0.343,0.28,0.09604,MASINT,NonKinetic,12,,,,favorable,,,GovLab,fail,SAIC,DARPA,proj-15,15,Air Force,CCMD,feasibility,31,2
Title50,,ISR,1.0,ProgramBase,funding,0.343,0.35,0.12005,HUMINT,NonKinetic,15,,,,favorable_with_caveats,,,GovContractor,fail,Boeing,PEO C4I,proj-16,16,USMC,Agency,feasibility,31,4
Title50,,EW,1.0,Partner,attempt,0.343,0.35,0.12005,SIGINT,NonKinetic,,,,,unfavorable,,,Commercial,start,LM,AFLCMC,proj-17,17,Army,Service HQ,,31,4
Title50,,EW,1.0,Partner,funding,0.4655,0.2625,0.122194,SIGINT,NonKinetic,0,,,,unfavorable,,,Commercial,fail,LM,AFLCMC,proj-17,17,Army,Service HQ,feasibility,31,4
Title50,,Air,1.0,UFR,funding,0.343,0.245,0.084035,MASINT,Kinetic,15,,,,favorable_with_caveats,,,GovLab,fail,Leidos,DARPA,proj-18,18,Space Force,Agency,prototype_demo,31,3
Title50,,Space,1.0,UFR,funding,0.343,0.245,0.084035,MASINT,NonKinetic,28,,,,favorable,,,GovLab,fail,LM,PEO C4I,proj-19,19,Space Force,Service HQ,feasibility,31,2
Title10,,Maritime,1.0,UFR,funding,0.343,0.245,0.084035,GEOINT,NonKinetic,18,,,,favorable,,,GovContractor,fail,None,NAVWAR,proj-20,20,Space Force,Service HQ,prototype_demo,31,5
Title50,,ISR,1.0,External,funding,0.343,0.28,0.09604,OSINT,Kinetic,31,,,,favorable,,,GovContractor,fail,SAIC,NRL,proj-21,21,IC,POC-User,feasibility,31,2
Title10,,Space,1.0,POM,funding,0.343,0.315,0.108045,SIGINT,Kinetic,23,,,,favorable,,,GovLab,fail,SAIC,NRL,proj-22,22,IC,Agency,feasibility,31,2
Title10,,EW,1.0,External,funding,0.343,0.28,0.09604,HUMINT,NonKinetic,6,,,,favorable_with_caveats,,,Commercial,fail,None,AFLCMC,proj-25,25,USMC,Service HQ,prototype_demo,31,5
Title10,,Space,0.75,External,funding,0.343,0.18,0.06174,MASINT,Kinetic,24,,,,favorable,,,GovLab,fail,None,AFLCMC,proj-26,26,Army,CCMD,functional_test,31,6
Title10,,ISR,1.0,ProgramBase,funding,0.441,0.35,0.15435,SIGINT,NonKinetic,2,,,,favorable_with_caveats,,,GovLab,fail,NG,AFLCMC,proj-27,27,IC,Service HQ,feasibility,31,3
Title10,,ISR,1.0,ProgramBase,funding,0.343,0.35,0.12005,HUMINT,NonKinetic,8,,,,favorable,,,Commercial,fail,Boeing,DEVCOM,proj-28,28,USMC,Agency,feasibility,31,3
Title10,,Maritime,1.0,Partner,funding,0.343,0.2625,0.090037,MASINT,NonKinetic,29,,,,favorable_with_caveats,,,Commercial,fail,Leidos,DARPA,proj-29,29,Air Force,Agency,feasibility,31,2
Title50,,Land,1.0,Partner,funding,0.343,0.2625,0.090037,SIGINT,NonKinetic,21,,,,favorable_with_caveats,,,GovLab,fail,SAIC,NRL,proj-30,30,IC,CCMD,feasibility,31,2
Title10,,Land,1.0,POM,funding,0.343,0.315,0.108045,MASINT,NonKinetic,19,,,,favorable,,,GovLab,fail,LM,NRL,proj-31,31,Air Force,CCMD,feasibility,31,3
Title50,,Cyber,1.0,POM,funding,0.343,0.315,0.108045,HUMINT,Kinetic,7,,,,favorable,,,GovLab,fail,None,PEO C4I,proj-32,32,Army,Agency,prototype_demo,31,3
Title50,,Cyber,1.0,UFR,funding,0.3675,0.245,0.090037,MASINT,Kinetic,5,,,,favorable_with_caveats,,,Commercial,fail,Boeing,PEO C4I,proj-34,34,USMC,CCMD,feasibility,31,3
Title50,,Maritime,1.0,POM,funding,0.343,0.315,0.108045,SIGINT,NonKinetic,25,,,,favorable_with_caveats,,,GovContractor,fail,NG,PEO C4I,proj-35,35,Army,POC-User,feasibility,31,3
Title10,,Air,1.0,ProgramBase,funding,0.343,0.35,0.12005,MASINT,Kinetic,23,,,,favorable_with_caveats,,,GovContractor,fail,Leidos,DARPA,proj-37,37,IC,POC-User,feasibility,31,2
Title10,,Space,1.0,Partner_CoDev,funding,0.343,0.2975,0.102042,SIGINT,NonKinetic,8,,,,unfavorable,,,Commercial,fail,Boeing,PEO C4I,proj-39,39,Army,CCMD,feasibility,31,4
Title50,,Space,1.0,ProgramBase,funding,0.343,0.35,0.12005,SIGINT,Kinetic,31,,,,favorable,,,Commercial,fail,None,NAVWAR,proj-1,1,IC,POC-User,prototype_demo,32,3
Title50,,Maritime,1.0,UFR,funding,0.441,0.245,0.108045,HUMINT,Kinetic,1,,,,unfavorable,,,GovContractor,fail,Boeing,NAVWAR,proj-2,2,Space Force,POC-User,feasibility,32,3
Title50,,Land,1.0,Partner_CoDev,funding,0.4165,0.2975,0.123909,OSINT,NonKinetic,3,,,,favorable_with_caveats,,,Commercial,fail,SAIC,DEVCOM,proj-3,3,USMC,Agency,feasibility,32,4
Title10,,Air,1.0,External,funding,0.343,0.28,0.09604,HUMINT,Kinetic,22,,,,favorable,,,Commercial,fail,SAIC,NRL,proj-5,5,IC,CCMD,feasibility,32,3
Title10,,Cyber,1.0,POM,funding,0.343,0.315,0.108045,HUMINT,Kinetic,14,,,,favorable_with_caveats,,,GovContractor,fail,LM,NAVWAR,proj-6,6,IC,Agency,feasibility,32,2
Title10,,Cyber,1.0,Partner_CoDev,funding,0.343,0.2975,0.102042,SIGINT,NonKinetic,20,,,,favorable,,,Commercial,fail,NG,DEVCOM,proj-8,8,IC,CCMD,feasibility,32,3
Title50,,Maritime,1.0,POM,funding,0.3675,0.315,0.115762,MASINT,NonKinetic,5,,,,favorable_with_caveats,,,Commercial,fail,SAIC,NAVWAR,proj-9,9,Navy,Agency,prototype_demo,32,4
Title10,,Maritime,1.0,UFR,funding,0.343,0.245,0.084035,HUMINT,NonKinetic,28,,,,favorable_with_caveats,,,GovContractor,fail,SAIC,NRL,proj-10,10,Army,CCMD,feasibility,32,3
Title50,,Maritime,1.0,Partner_CoDev,funding,0.343,0.2975,0.102042,HUMINT,Kinetic,14,,,,favorable_with_caveats,,,GovContractor,fail,NG,DEVCOM,proj-13,13,Space Force,POC-User,feasibility,32,3
Title50,,Air,1.0,UFR,funding,0.343,0.245,0.084035,SIGINT,Kinetic,30,,,,favorable_with_caveats,,,Commercial,fail,Leidos,NAVWAR,proj-14,14,USMC,Agency,feasibility,32,4
Title10,,Maritime,1.0,External,funding,0.343,0.28,0.09604,MASINT,NonKinetic,13,,,,favorable,,,GovLab,fail,SAIC,DARPA,proj-15,15,Air Force,CCMD,feasibility,32,2
Title50,,ISR,1.0,ProgramBase,funding,0.343,0.35,0.12005,HUMINT,NonKinetic,16,,,,favorable_with_caveats,,,GovContractor,fail,Boeing,PEO C4I,proj-16,16,USMC,Agency,feasibility,32,4
Title50,,EW,1.0,Partner,funding,0.441,0.2625,0.115762,SIGINT,NonKinetic,1,,,,unfavorable,,,Commercial,fail,LM,AFLCMC,proj-17,17,Army,Service HQ,feasibility,32,4
Title50,,Air,1.0,UFR,funding,0.343,0.245,0.084035,MASINT,Kinetic,16,,,,favorable_with_caveats,,,GovLab,fail,Leidos,DARPA,proj-18,18,Space Force,Agency,prototype_demo,32,3
Title50,,Space,1.0,UFR,funding,0.343,0.245,0.084035,MASINT,NonKinetic,29,,,,favorable,,,GovLab,fail,LM,PEO C4I,proj-19,19,Space Force,Service HQ,feasibility,32,2
Title10,,Maritime,1.0,UFR,funding,0.343,0.245,0.084035,GEOINT,NonKinetic,19,,,,favorable,,,GovContractor,fail,None,NAVWAR,proj-20,20,Space Force,Service HQ,prototype_demo,32,5
Title50,,ISR,1.0,External,funding,0.343,0.28,0.09604,OSINT,Kinetic,32,,,,favorable,,,GovContractor,fail,SAIC,NRL,proj-21,21,IC,POC-User,feasibility,32,2
Title10,,Space,1.0,POM,funding,0.343,0.315,0.108045,SIGINT,Kinetic,24,,,,favorable,,,GovLab,fail,SAIC,NRL,proj-22,22,IC,Agency,feasibility,32,2
Title10,,EW,1.0,External,funding,0.343,0.28,0.09604,HUMINT,NonKinetic,7,,,,favorable_with_caveats,,,Commercial,fail,None,AFLCMC,proj-25,25,USMC,Service HQ,prototype_demo,32,5
Title10,,Space,0.75,External,funding,0.343,0.18,0.06174,MASINT,Kinetic,25,,,,favorable,,,GovLab,fail,None,AFLCMC,proj-26,26,Army,CCMD,functional_test,32,6
Title10,,ISR,1.0,ProgramBase,funding,0.4165,0.35,0.145775,SIGINT,NonKinetic,3,,,,favorable_with_caveats,,,GovLab,fail,NG,AFLCMC,proj-27,27,IC,Service HQ,feasibility,32,3
Title10,,ISR,1.0,ProgramBase,funding,0.343,0.35,0.12005,HUMINT,NonKinetic,9,,,,favorable,,,Commercial,fail,Boeing,DEVCOM,proj-28,28,USMC,Agency,feasibility,32,3
Title10,Commercial,Maritime,,Partner,contracting,0.49,0.5,0.245,MASINT,NonKinetic,30,,,,favorable_with_caveats,,,Commercial,fail,Leidos,DARPA,proj-29,29,Air Force,Agency,feasibility,32,2
Title50,,Land,1.0,Partner,funding,0.343,0.2625,0.090037,SIGINT,NonKinetic,22,,,,favorable_with_caveats,,,GovLab,fail,SAIC,NRL,proj-30,30,IC,CCMD,feasibility,32,2
Title10,,Land,1.0,POM,funding,0.343,0.315,0.108045,MASINT,NonKinetic,20,,,,favorable,,,GovLab,fail,LM,NRL,proj-31,31,Air Force,CCMD,feasibility,32,3
