authority,contract_org_type,domain,funding_color_weight,funding_source,gate,gate_penalty_factor,gate_prob_base,gate_prob_final,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
Title50,,Maritime,1.0,ProgramBase,funding,0.343,0.25,0.08575,MASINT,Kinetic,11,,,,favorable,,,GovLab,fail,Boeing,DARPA,proj-20,20,IC,Agency,feasibility,34,4
Title10,GovLab,EW,,Partner_CoDev,contracting,0.49,0.6,0.294,MASINT,NonKinetic,22,,,,unfavorable,,,GovLab,fail,None,NAVWAR,proj-21,21,IC,CCMD,feasibility,34,2
Title10,,Maritime,1.0,POM,funding,0.343,0.225,0.077175,MASINT,NonKinetic,10,,,,favorable,,,Commercial,fail,LM,NAVWAR,proj-24,24,USMC,POC-User,feasibility,34,2
Title10,,Space,1.0,POM,funding,0.343,0.225,0.077175,GEOINT,Kinetic,7,,,,unfavorable,,,GovLab,fail,Leidos,DARPA,proj-25,25,Space Force,POC-User,feasibility,34,2
Title10,,Air,1.0,UFR,funding,0.343,0.175,0.060025,MASINT,Kinetic,27,,,,favorable,,,GovContractor,fail,LM,NRL,proj-26,26,IC,CCMD,feasibility,34,4
Title10,,ISR,1.0,Partner,funding,0.343,0.1875,0.064312,GEOINT,Kinetic,33,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-27,27,Space Force,Agency,feasibility,34,2
Title10,,Maritime,1.0,ProgramBase,funding,0.343,0.25,0.08575,MASINT,NonKinetic,13,,,,favorable_with_caveats,,,GovLab,fail,Leidos,PEO C4I,proj-28,28,Space Force,POC-User,prototype_demo,34,3
Title50,,Space,1.0,Partner_CoDev,funding,0.343,0.2125,0.072887,SIGINT,Kinetic,9,,,,favorable,,,GovLab,fail,LM,NAVWAR,proj-30,30,IC,Agency,prototype_demo,34,5
Title50,,Space,1.0,UFR,funding,0.343,0.175,0.060025,OSINT,NonKinetic,33,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,Space Force,CCMD,feasibility,34,3
Title10,,Maritime,1.0,Partner,funding,0.343,0.1875,0.064312,GEOINT,NonKinetic,17,,,,favorable,,,GovContractor,fail,NG,NRL,proj-32,32,Space Force,Service HQ,prototype_demo,34,5
Title50,,ISR,1.0,Partner_CoDev,funding,0.343,0.2125,0.072887,SIGINT,NonKinetic,30,,,,favorable_with_caveats,,,GovContractor,fail,None,DEVCOM,proj-33,33,USMC,CCMD,feasibility,34,4
Title50,,Air,1.0,POM,funding,0.343,0.225,0.077175,SIGINT,NonKinetic,21,,,,favorable,,,GovContractor,fail,SAIC,NRL,proj-34,34,USMC,POC-User,feasibility,34,4
Title10,,EW,1.0,Partner,funding,0.343,0.1875,0.064312,MASINT,Kinetic,16,,,,favorable,,,Commercial,fail,None,NRL,proj-35,35,IC,POC-User,feasibility,34,3
Title10,,Maritime,1.0,ProgramBase,funding,0.343,0.25,0.08575,HUMINT,Kinetic,7,,,,favorable,,,GovLab,fail,Leidos,DEVCOM,proj-36,36,Space Force,Agency,prototype_demo,34,5
Title10,,Maritime,1.0,Partner,funding,0.343,0.1875,0.064312,HUMINT,NonKinetic,25,,,,favorable,,,Commercial,fail,SAIC,NAVWAR,proj-37,37,Space Force,POC-User,feasibility,34,3
Title50,,Space,1.0,UFR,funding,0.343,0.175,0.060025,MASINT,NonKinetic,12,,,,favorable,,,Commercial,fail,Boeing,DEVCOM,proj-39,39,IC,Agency,feasibility,34,2
Title50,,Cyber,1.0,Partner,funding,0.343,0.1875,0.064312,GEOINT,NonKinetic,29,,,,favorable_with_caveats,,,Commercial,fail,None,DARPA,proj-0,0,Air Force,Service HQ,feasibility,35,2
Title50,,Cyber,1.0,POM,funding,0.343,0.225,0.077175,GEOINT,NonKinetic,18,,,,favorable_with_caveats,,,GovContractor,fail,None,PEO C4I,proj-1,1,Air Force,POC-User,feasibility,35,3
Title50,,Space,1.0,Partner,funding,0.343,0.1875,0.064312,OSINT,NonKinetic,29,,,,favorable_with_caveats,,,GovLab,fail,SAIC,PEO C4I,proj-2,2,USMC,CCMD,feasibility,35,2
Title50,,Land,1.0,Partner,funding,0.343,0.1875,0.064312,MASINT,NonKinetic,23,,,,favorable,,,GovLab,fail,SAIC,DARPA,proj-3,3,Navy,POC-User,prototype_demo,35,3
Title10,GovLab,Air,,Partner,contracting,0.49,0.6,0.294,HUMINT,NonKinetic,20,,,,favorable,,,GovLab,fail,None,DARPA,proj-5,5,USMC,Service HQ,feasibility,35,3
Title10,GovContractor,Land,,UFR,contracting,0.49,0.55,0.2695,HUMINT,NonKinetic,26,,,,favorable,,,GovContractor,fail,SAIC,DEVCOM,proj-6,6,Space Force,Agency,feasibility,35,4
Title10,,Space,1.0,External,funding,0.441,0.2,0.0882,GEOINT,NonKinetic,2,,,,favorable,,,GovLab,fail,LM,PEO C4I,proj-8,8,Space Force,POC-User,feasibility,35,2
Title10,Commercial,Cyber,,ProgramBase,contracting,0.49,0.45,0.2205,MASINT,NonKinetic,21,,,,unfavorable,,,Commercial,fail,None,AFLCMC,proj-9,9,Army,Service HQ,feasibility,35,3
Title10,Commercial,ISR,,External,attempt,0.49,0.45,0.2205,GEOINT,NonKinetic,,,,,not_conducted,,,GovLab,start,Boeing,PEO C4I,proj-10,10,Air Force,POC-User,,35,4
Title10,,ISR,1.0,External,funding,0.49,0.2,0.098,GEOINT,NonKinetic,0,,,,favorable_with_caveats,,,GovLab,fail,Boeing,PEO C4I,proj-10,10,Air Force,POC-User,feasibility,35,4
Title10,,ISR,1.0,ProgramBase,funding,0.343,0.25,0.08575,HUMINT,NonKinetic,12,,,,favorable,,,GovContractor,fail,None,PEO C4I,proj-12,12,Air Force,Service HQ,feasibility,35,3
Title10,,EW,1.0,Partner_CoDev,funding,0.343,0.2125,0.072887,OSINT,Kinetic,10,,,,favorable_with_caveats,,,GovLab,fail,LM,DARPA,proj-13,13,Navy,POC-User,feasibility,35,2
Title10,,Cyber,1.0,POM,funding,0.343,0.225,0.077175,GEOINT,Kinetic,15,,,,favorable_with_caveats,,,GovContractor,fail,Leidos,AFLCMC,proj-14,14,Space Force,Agency,prototype_demo,35,5
Title50,,Space,1.0,External,funding,0.343,0.2,0.0686,GEOINT,NonKinetic,35,,,,favorable,,,Commercial,fail,Leidos,NRL,proj-15,15,Space Force,Service HQ,prototype_demo,35,5
Title10,,Cyber,1.0,UFR,funding,0.343,0.175,0.060025,HUMINT,Kinetic,27,,,,unfavorable,,,Commercial,fail,NG,NAVWAR,proj-16,16,IC,Agency,feasibility,35,4
Title50,Commercial,Maritime,,External,contracting,0.49,0.45,0.2205,OSINT,NonKinetic,8,,,,favorable,,,Commercial,fail,Leidos,AFLCMC,proj-18,18,USMC,Agency,prototype_demo,35,4
Title10,,EW,1.0,UFR,funding,0.343,0.175,0.060025,SIGINT,Kinetic,22,,,,favorable,,,GovLab,fail,LM,DEVCOM,proj-19,19,Army,Service HQ,prototype_demo,35,3
Title50,,Maritime,1.0,ProgramBase,funding,0.343,0.25,0.08575,MASINT,Kinetic,12,,,,favorable,,,GovLab,fail,Boeing,DARPA,proj-20,20,IC,Agency,feasibility,35,4
Title10,,EW,1.0,Partner_CoDev,funding,0.343,0.2125,0.072887,MASINT,NonKinetic,23,,,,unfavorable,,,GovLab,fail,None,NAVWAR,proj-21,21,IC,CCMD,feasibility,35,2
Title10,,Maritime,1.0,POM,funding,0.343,0.225,0.077175,MASINT,NonKinetic,11,,,,favorable,,,Commercial,fail,LM,NAVWAR,proj-24,24,USMC,POC-User,feasibility,35,2
Title10,,Space,1.0,POM,funding,0.343,0.225,0.077175,GEOINT,Kinetic,8,,,,unfavorable,,,GovLab,fail,Leidos,DARPA,proj-25,25,Space Force,POC-User,feasibility,35,2
Title10,GovContractor,Air,,UFR,contracting,0.49,0.55,0.2695,MASINT,Kinetic,28,,,,favorable,,,GovContractor,fail,LM,NRL,proj-26,26,IC,CCMD,feasibility,35,4
Title10,,ISR,1.0,Partner,funding,0.343,0.1875,0.064312,GEOINT,Kinetic,34,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-27,27,Space Force,Agency,feasibility,35,2
Title10,,Maritime,1.0,ProgramBase,funding,0.343,0.25,0.08575,MASINT,NonKinetic,14,,,,favorable_with_caveats,,,GovLab,fail,Leidos,PEO C4I,proj-28,28,Space Force,POC-User,prototype_demo,35,3
Title50,,Space,1.0,Partner_CoDev,funding,0.343,0.2125,0.072887,SIGINT,Kinetic,10,,,,favorable,,,GovLab,fail,LM,NAVWAR,proj-30,30,IC,Agency,prototype_demo,35,5
Title50,,Space,1.0,UFR,funding,0.343,0.175,0.060025,OSINT,NonKinetic,34,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,Space Force,CCMD,feasibility,35,3
Title10,,Maritime,1.0,Partner,funding,0.343,0.1875,0.064312,GEOINT,NonKinetic,18,,,,favorable,,,GovContractor,fail,NG,NRL,proj-32,32,Space Force,Service HQ,prototype_demo,35,5
Title50,,ISR,1.0,Partner_CoDev,funding,0.343,0.2125,0.072887,SIGINT,NonKinetic,31,,,,favorable_with_caveats,,,GovContractor,fail,None,DEVCOM,proj-33,33,USMC,CCMD,feasibility,35,4
Title50,,Air,1.0,POM,funding,0.343,0.225,0.077175,SIGINT,NonKinetic,22,,,,favorable,,,GovContractor,fail,SAIC,NRL,proj-34,34,USMC,POC-User,feasibility,35,4
Title10,,EW,1.0,Partner,funding,0.343,0.1875,0.064312,MASINT,Kinetic,17,,,,favorable,,,Commercial,fail,None,NRL,proj-35,35,IC,POC-User,feasibility,35,3
Title10,,Maritime,1.0,ProgramBase,funding,0.343,0.25,0.08575,HUMINT,Kinetic,8,,,,favorable,,,GovLab,fail,Leidos,DEVCOM,proj-36,36,Space Force,Agency,prototype_demo,35,5
Title10,,Maritime,1.0,Partner,funding,0.343,0.1875,0.064312,HUMINT,NonKinetic,26,,,,favorable,,,Commercial,fail,SAIC,NAVWAR,proj-37,37,Space Force,POC-User,feasibility,35,3
Title50,,Space,1.0,UFR,funding,0.343,0.175,0.060025,MASINT,NonKinetic,13,,,,favorable,,,Commercial,fail,Boeing,DEVCOM,proj-39,39,IC,Agency,feasibility,35,2
Title50,,Cyber,1.0,Partner,funding,0.343,0.1875,0.064312,GEOINT,NonKinetic,30,,,,favorable_with_caveats,,,Commercial,fail,None,DARPA,proj-0,0,Air Force,Service HQ,feasibility,36,2
Title50,,Cyber,1.0,POM,funding,0.343,0.225,0.077175,GEOINT,NonKinetic,19,,,,favorable_with_caveats,,,GovContractor,fail,None,PEO C4I,proj-1,1,Air Force,POC-User,feasibility,36,3
Title50,,Space,1.0,Partner,funding,0.343,0.1875,0.064312,OSINT,NonKinetic,30,,,,favorable_with_caveats,,,GovLab,fail,SAIC,PEO C4I,proj-2,2,USMC,CCMD,feasibility,36,2
Title50,,Land,1.0,Partner,funding,0.343,0.1875,0.064312,MASINT,NonKinetic,24,,,,favorable,,,GovLab,fail,SAIC,DARPA,proj-3,3,Navy,POC-User,prototype_demo,36,3
Title10,,Air,1.0,Partner,funding,0.343,0.1875,0.064312,HUMINT,NonKinetic,21,,,,favorable,,,GovLab,fail,None,DARPA,proj-5,5,USMC,Service HQ,feasibility,36,3
Title10,,Land,1.0,UFR,funding,0.343,0.175,0.060025,HUMINT,NonKinetic,27,,,,favorable,,,GovContractor,fail,SAIC,DEVCOM,proj-6,6,Space Force,Agency,feasibility,36,4
Title10,,Space,1.0,External,funding,0.4165,0.2,0.0833,GEOINT,NonKinetic,3,,,,favorable,,,GovLab,fail,LM,PEO C4I,proj-8,8,Space Force,POC-User,feasibility,36,2
Title10,,Cyber,1.0,ProgramBase,funding,0.343,0.25,0.08575,MASINT,NonKinetic,22,,,,unfavorable,,,Commercial,fail,None,AFLCMC,proj-9,9,Army,Service HQ,feasibility,36,3
Title10,,ISR,1.0,External,funding,0.4655,0.2,0.0931,GEOINT,NonKinetic,1,,,,favorable_with_caveats,,,GovLab,fail,Boeing,PEO C4I,proj-10,10,Air Force,POC-User,feasibility,36,4
Title10,,ISR,1.0,ProgramBase,funding,0.343,0.25,0.08575,HUMINT,NonKinetic,13,,,,favorable,,,GovContractor,fail,None,PEO C4I,proj-12,12,Air Force,Service HQ,feasibility,36,3
Title10,,EW,1.0,Partner_CoDev,funding,0.343,0.2125,0.072887,OSINT,Kinetic,11,,,,favorable_with_caveats,,,GovLab,fail,LM,DARPA,proj-13,13,Navy,POC-User,feasibility,36,2
Title10,,Cyber,1.0,POM,funding,0.343,0.225,0.077175,GEOINT,Kinetic,16,,,,favorable_with_caveats,,,GovContractor,fail,Leidos,AFLCMC,proj-14,14,Space Force,Agency,prototype_demo,36,5
Title50,,Space,1.0,External,funding,0.343,0.2,0.0686,GEOINT,NonKinetic,36,,,,favorable,,,Commercial,fail,Leidos,NRL,proj-15,15,Space Force,Service HQ,prototype_demo,36,5
Title10,,Cyber,1.0,UFR,funding,0.343,0.175,0.060025,HUMINT,Kinetic,28,,,,unfavorable,,,Commercial,fail,NG,NAVWAR,proj-16,16,IC,Agency,feasibility,36,4
Title50,,Maritime,1.0,External,funding,0.343,0.2,0.0686,OSINT,NonKinetic,9,,,,favorable,,,Commercial,fail,Leidos,AFLCMC,proj-18,18,USMC,Agency,prototype_demo,36,4
Title10,,EW,1.0,UFR,funding,0.343,0.175,0.060025,SIGINT,Kinetic,23,,,,favorable,,,GovLab,fail,LM,DEVCOM,proj-19,19,Army,Service HQ,prototype_demo,36,3
Title50,GovLab,Maritime,,ProgramBase,contracting,0.49,0.6,0.294,MASINT,Kinetic,13,,,,favorable,,,GovLab,fail,Boeing,DARPA,proj-20,20,IC,Agency,feasibility,36,4
Title10,,EW,1.0,Partner_CoDev,funding,0.343,0.2125,0.072887,MASINT,NonKinetic,24,,,,unfavorable,,,GovLab,fail,None,NAVWAR,proj-21,21,IC,CCMD,feasibility,36,2
Title10,,Maritime,1.0,POM,funding,0.343,0.225,0.077175,MASINT,NonKinetic,12,,,,favorable,,,Commercial,fail,LM,NAVWAR,proj-24,24,USMC,POC-User,feasibility,36,2
Title10,,Space,1.0,POM,funding,0.343,0.225,0.077175,GEOINT,Kinetic,9,,,,unfavorable,,,GovLab,fail,Leidos,DARPA,proj-25,25,Space Force,POC-User,feasibility,36,2
Title10,,Air,1.0,UFR,funding,0.343,0.175,0.060025,MASINT,Kinetic,29,,,,favorable,,,GovContractor,fail,LM,NRL,proj-26,26,IC,CCMD,feasibility,36,4
Title10,,ISR,1.0,Partner,funding,0.343,0.1875,0.064312,GEOINT,Kinetic,35,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-27,27,Space Force,Agency,feasibility,36,2
Title10,,Maritime,1.0,ProgramBase,funding,0.343,0.25,0.08575,MASINT,NonKinetic,15,,,,favorable_with_caveats,,,GovLab,fail,Leidos,PEO C4I,proj-28,28,Space Force,POC-User,prototype_demo,36,3
Title50,,Space,1.0,Partner_CoDev,funding,0.343,0.2125,0.072887,SIGINT,Kinetic,11,,,,favorable,,,GovLab,fail,LM,NAVWAR,proj-30,30,IC,Agency,prototype_demo,36,5
Title50,,Space,1.0,UFR,funding,0.343,0.175,0.060025,OSINT,NonKinetic,35,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,Space Force,CCMD,feasibility,36,3
Title10,,Maritime,1.0,Partner,funding,0.343,0.1875,0.064312,GEOINT,NonKinetic,19,,,,favorable,,,GovContractor,fail,NG,NRL,proj-32,32,Space Force,Service HQ,prototype_demo,36,5
Title50,,ISR,1.0,Partner_CoDev,funding,0.343,0.2125,0.072887,SIGINT,NonKinetic,32,,,,favorable_with_caveats,,,GovContractor,fail,None,DEVCOM,proj-33,33,USMC,CCMD,feasibility,36,4
Title50,,Air,1.0,POM,funding,0.343,0.225,0.077175,SIGINT,NonKinetic,23,,,,favorable,,,GovContractor,fail,SAIC,NRL,proj-34,34,USMC,POC-User,feasibility,36,4
Title10,,EW,1.0,Partner,funding,0.343,0.1875,0.064312,MASINT,Kinetic,18,,,,favorable,,,Commercial,fail,None,NRL,proj-35,35,IC,POC-User,feasibility,36,3
Title10,,Maritime,1.0,ProgramBase,funding,0.343,0.25,0.08575,HUMINT,Kinetic,9,,,,favorable,,,GovLab,fail,Leidos,DEVCOM,proj-36,36,Space Force,Agency,prototype_demo,36,5
Title10,,Maritime,1.0,Partner,funding,0.343,0.1875,0.064312,HUMINT,NonKinetic,27,,,,favorable,,,Commercial,fail,SAIC,NAVWAR,proj-37,37,Space Force,POC-User,feasibility,36,3
Title50,,Space,1.0,UFR,funding,0.343,0.175,0.060025,MASINT,NonKinetic,14,,,,favorable,,,Commercial,fail,Boeing,DEVCOM,proj-39,39,IC,Agency,feasibility,36,2
Title50,,Cyber,1.0,Partner,funding,0.343,0.1875,0.064312,GEOINT,NonKinetic,31,,,,favorable_with_caveats,,,Commercial,fail,None,DARPA,proj-0,0,Air Force,Service HQ,feasibility,37,2
Title50,,Cyber,1.0,POM,funding,0.343,0.225,0.077175,GEOINT,NonKinetic,20,,,,favorable_with_caveats,,,GovContractor,fail,None,PEO C4I,proj-1,1,Air Force,POC-User,feasibility,37,3
Title50,,Space,1.0,Partner,funding,0.343,0.1875,0.064312,OSINT,NonKinetic,31,,,,favorable_with_caveats,,,GovLab,fail,SAIC,PEO C4I,proj-2,2,USMC,CCMD,feasibility,37,2
Title50,,Land,1.0,Partner,funding,0.343,0.1875,0.064312,MASINT,NonKinetic,25,,,,favorable,,,GovLab,fail,SAIC,DARPA,proj-3,3,Navy,POC-User,prototype_demo,37,3
Title10,,Air,1.0,Partner,funding,0.343,0.1875,0.064312,HUMINT,NonKinetic,22,,,,favorable,,,GovLab,fail,None,DARPA,proj-5,5,USMC,Service HQ,feasibility,37,3
Title10,,Land,1.0,UFR,funding,0.343,0.175,0.060025,HUMINT,NonKinetic,28,,,,favorable,,,GovContractor,fail,SAIC,DEVCOM,proj-6,6,Space Force,Agency,feasibility,37,4
Title10,,Space,1.0,External,funding,0.392,0.2,0.0784,GEOINT,NonKinetic,4,,,,favorable,,,GovLab,fail,LM,PEO C4I,proj-8,8,Space Force,POC-User,feasibility,37,2
Title10,,Cyber,1.0,ProgramBase,funding,0.343,0.25,0.08575,MASINT,NonKinetic,23,,,,unfavorable,,,Commercial,fail,None,AFLCMC,proj-9,9,Army,Service HQ,feasibility,37,3
Title10,,ISR,1.0,External,funding,0.441,0.2,0.0882,GEOINT,NonKinetic,2,,,,favorable_with_caveats,,,GovLab,fail,Boeing,PEO C4I,proj-10,10,Air Force,POC-User,feasibility,37,4
Title10,,ISR,1.0,ProgramBase,funding,0.343,0.25,0.08575,HUMINT,NonKinetic,14,,,,favorable,,,GovContractor,fail,None,PEO C4I,proj-12,12,Air Force,Service HQ,feasibility,37,3
Title10,,EW,1.0,Partner_CoDev,funding,0.343,0.2125,0.072887,OSINT,Kinetic,12,,,,favorable_with_caveats,,,GovLab,fail,LM,DARPA,proj-13,13,Navy,POC-User,feasibility,37,2
Title10,,Cyber,1.0,POM,funding,0.343,0.225,0.077175,GEOINT,Kinetic,17,,,,favorable_with_caveats,,,GovContractor,fail,Leidos,AFLCMC,proj-14,14,Space Force,Agency,prototype_demo,37,5
Title50,Commercial,Space,,External,contracting,0.49,0.45,0.2205,GEOINT,NonKinetic,37,,,,favorable,,,Commercial,fail,Leidos,NRL,proj-15,15,Space Force,Service HQ,prototype_demo,37,5
Title10,,Cyber,1.0,UFR,funding,0.343,0.175,0.060025,HUMINT,Kinetic,29,,,,unfavorable,,,Commercial,fail,NG,NAVWAR,proj-16,16,IC,Agency,feasibility,37,4
Title50,,Maritime,1.0,External,funding,0.343,0.2,0.0686,OSINT,NonKinetic,10,,,,favorable,,,Commercial,fail,Leidos,AFLCMC,proj-18,18,USMC,Agency,prototype_demo,37,4
Title10,,EW,1.0,UFR,funding,0.343,0.175,0.060025,SIGINT,Kinetic,24,,,,favorable,,,GovLab,fail,LM,DEVCOM,proj-19,19,Army,Service HQ,prototype_demo,37,3
Title50,,Maritime,1.0,ProgramBase,funding,0.343,0.25,0.08575,MASINT,Kinetic,14,,,,favorable,,,GovLab,fail,Boeing,DARPA,proj-20,20,IC,Agency,feasibility,37,4
Title10,,EW,1.0,Partner_CoDev,funding,0.343,0.2125,0.072887,MASINT,NonKinetic,25,,,,unfavorable,,,GovLab,fail,None,NAVWAR,proj-21,21,IC,CCMD,feasibility,37,2
Title10,,Maritime,1.0,POM,funding,0.343,0.225,0.077175,MASINT,NonKinetic,13,,,,favorable,,,Commercial,fail,LM,NAVWAR,proj-24,24,USMC,POC-User,feasibility,37,2
Title10,,Space,1.0,POM,funding,0.343,0.225,0.077175,GEOINT,Kinetic,10,,,,unfavorable,,,GovLab,fail,Leidos,DARPA,proj-25,25,Space Force,POC-User,feasibility,37,2
Title10,,Air,1.0,UFR,funding,0.343,0.175,0.060025,MASINT,Kinetic,30,,,,favorable,,,GovContractor,fail,LM,NRL,proj-26,26,IC,CCMD,feasibility,37,4
Title10,,ISR,1.0,Partner,funding,0.343,0.1875,0.064312,GEOINT,Kinetic,36,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-27,27,Space Force,Agency,feasibility,37,2
Title10,,Maritime,1.0,ProgramBase,funding,0.343,0.25,0.08575,MASINT,NonKinetic,16,,,,favorable_with_caveats,,,GovLab,fail,Leidos,PEO C4I,proj-28,28,Space Force,POC-User,prototype_demo,37,3
Title50,,Space,1.0,Partner_CoDev,funding,0.343,0.2125,0.072887,SIGINT,Kinetic,12,,,,favorable,,,GovLab,fail,LM,NAVWAR,proj-30,30,IC,Agency,prototype_demo,37,5
Title50,,Space,1.0,UFR,funding,0.343,0.175,0.060025,OSINT,NonKinetic,36,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,Space Force,CCMD,feasibility,37,3
Title10,,Maritime,1.0,Partner,funding,0.343,0.1875,0.064312,GEOINT,NonKinetic,20,,,,favorable,,,GovContractor,fail,NG,NRL,proj-32,32,Space Force,Service HQ,prototype_demo,37,5
Title50,,ISR,1.0,Partner_CoDev,funding,0.343,0.2125,0.072887,SIGINT,NonKinetic,33,,,,favorable_with_caveats,,,GovContractor,fail,None,DEVCOM,proj-33,33,USMC,CCMD,feasibility,37,4
Title50,,Air,1.0,POM,funding,0.343,0.225,0.077175,SIGINT,NonKinetic,24,,,,favorable,,,GovContractor,fail,SAIC,NRL,proj-34,34,USMC,POC-User,feasibility,37,4
Title10,,EW,1.0,Partner,funding,0.343,0.1875,0.064312,MASINT,Kinetic,19,,,,favorable,,,Commercial,fail,None,NRL,proj-35,35,IC,POC-User,feasibility,37,3
Title10,,Maritime,1.0,ProgramBase,funding,0.343,0.25,0.08575,HUMINT,Kinetic,10,,,,favorable,,,GovLab,fail,Leidos,DEVCOM,proj-36,36,Space Force,Agency,prototype_demo,37,5
Title10,,Maritime,1.0,Partner,funding,0.343,0.1875,0.064312,HUMINT,NonKinetic,28,,,,favorable,,,Commercial,fail,SAIC,NAVWAR,proj-37,37,Space Force,POC-User,feasibility,37,3
Title50,,Space,1.0,UFR,funding,0.343,0.175,0.060025,MASINT,NonKinetic,15,,,,favorable,,,Commercial,fail,Boeing,DEVCOM,proj-39,39,IC,Agency,feasibility,37,2
Title50,,Cyber,1.0,Partner,funding,0.343,0.1875,0.064312,GEOINT,NonKinetic,32,,,,favorable_with_caveats,,,Commercial,fail,None,DARPA,proj-0,0,Air Force,Service HQ,feasibility,38,2
Title50,,Cyber,1.0,POM,funding,0.343,0.225,0.077175,GEOINT,NonKinetic,21,,,,favorable_with_caveats,,,GovContractor,fail,None,PEO C4I,proj-1,1,Air Force,POC-User,feasibility,38,3
Title50,,Space,1.0,Partner,funding,0.343,0.1875,0.064312,OSINT,NonKinetic,32,,,,favorable_with_caveats,,,GovLab,fail,SAIC,PEO C4I,proj-2,2,USMC,CCMD,feasibility,38,2
Title50,,Land,1.0,Partner,funding,0.343,0.1875,0.064312,MASINT,NonKinetic,26,,,,favorable,,,GovLab,fail,SAIC,DARPA,proj-3,3,Navy,POC-User,prototype_demo,38,3
Title10,,Air,1.0,Partner,funding,0.343,0.1875,0.064312,HUMINT,NonKinetic,23,,,,favorable,,,GovLab,fail,None,DARPA,proj-5,5,USMC,Service HQ,feasibility,38,3
Title10,,Land,1.0,UFR,funding,0.343,0.175,0.060025,HUMINT,NonKinetic,29,,,,favorable,,,GovContractor,fail,SAIC,DEVCOM,proj-6,6,Space Force,Agency,feasibility,38,4
Title10,,Space,1.0,External,funding,0.3675,0.2,0.0735,GEOINT,NonKinetic,5,,,,favorable,,,GovLab,fail,LM,PEO C4I,proj-8,8,Space Force,POC-User,feasibility,38,2
Title10,,Cyber,1.0,ProgramBase,funding,0.343,0.25,0.08575,MASINT,NonKinetic,24,,,,unfavorable,,,Commercial,fail,None,AFLCMC,proj-9,9,Army,Service HQ,feasibility,38,3
Title10,,ISR,1.0,External,funding,0.4165,0.2,0.0833,GEOINT,NonKinetic,3,,,,favorable_with_caveats,,,GovLab,fail,Boeing,PEO C4I,proj-10,10,Air Force,POC-User,feasibility,38,4
Title10,,Air,1.0,External,attempt,0.4165,0.2,0.0833,MASINT,Kinetic,,,,,unfavorable,,,GovContractor,start,NG,DARPA,proj-11,11,Army,CCMD,,38,2
Title10,,Air,1.0,External,funding,0.4655,0.2,0.0931,MASINT,Kinetic,0,,,,unfavorable,,,GovContractor,fail,NG,DARPA,proj-11,11,Army,CCMD,feasibility,38,2
Title10,,ISR,1.0,ProgramBase,funding,0.343,0.25,0.08575,HUMINT,NonKinetic,15,,,,favorable,,,GovContractor,fail,None,PEO C4I,proj-12,12,Air Force,Service HQ,feasibility,38,3
Title10,,EW,1.0,Partner_CoDev,funding,0.343,0.2125,0.072887,OSINT,Kinetic,13,,,,favorable_with_caveats,,,GovLab,fail,LM,DARPA,proj-13,13,Navy,POC-User,feasibility,38,2
Title10,,Cyber,1.0,POM,funding,0.343,0.225,0.077175,GEOINT,Kinetic,18,,,,favorable_with_caveats,,,GovContractor,fail,Leidos,AFLCMC,proj-14,14,Space Force,Agency,prototype_demo,38,5
Title50,Commercial,Space,,External,contracting,0.49,0.45,0.2205,GEOINT,NonKinetic,38,,,,favorable,,,Commercial,fail,Leidos,NRL,proj-15,15,Space Force,Service HQ,prototype_demo,38,5
Title10,,Cyber,1.0,UFR,funding,0.343,0.175,0.060025,HUMINT,Kinetic,30,,,,unfavorable,,,Commercial,fail,NG,NAVWAR,proj-16,16,IC,Agency,feasibility,38,4
Title50,,Maritime,1.0,External,funding,0.343,0.2,0.0686,OSINT,NonKinetic,11,,,,favorable,,,Commercial,fail,Leidos,AFLCMC,proj-18,18,USMC,Agency,prototype_demo,38,4
Title10,,EW,1.0,UFR,funding,0.343,0.175,0.060025,SIGINT,Kinetic,25,,,,favorable,,,GovLab,fail,LM,DEVCOM,proj-19,19,Army,Service HQ,prototype_demo,38,3
Title50,,Maritime,1.0,ProgramBase,funding,0.343,0.25,0.08575,MASINT,Kinetic,15,,,,favorable,,,GovLab,fail,Boeing,DARPA,proj-20,20,IC,Agency,feasibility,38,4
Title10,,EW,1.0,Partner_CoDev,funding,0.343,0.2125,0.072887,MASINT,NonKinetic,26,,,,unfavorable,,,GovLab,fail,None,NAVWAR,proj-21,21,IC,CCMD,feasibility,38,2
Title10,,Maritime,1.0,POM,funding,0.343,0.225,0.077175,MASINT,NonKinetic,14,,,,favorable,,,Commercial,fail,LM,NAVWAR,proj-24,24,USMC,POC-User,feasibility,38,2
