adoption_align_mult,adoption_base_vote,adoption_portfolio_mult,adoption_status_mult,authority,contract_org_type,domain,funding_class_penalty,funding_color_weight,funding_source,gate,gate_class_penalty,gate_dependency_mult,gate_domain_mult,gate_evidence_mult,gate_exec_mult,gate_latency_boost,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_sponsor_mult,gate_stage_age,gate_status_mult,gate_support_mult,gate_test_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
,,,,Title10,,C2_JADC2,0.0,0.75,UFR,funding,,,1.0,,,1.34,0.4,1.0,0.18375,0.102272,1.0,1.18,17,1.0,0.88,,ISR,Kinetic,17,,,,favorable,,,,GovLab,fail,None,AFLCMC,AF_BA5_001,18,Air Force,Agency,vulnerability_test,23,2
,,,,MFP11,,Strike,0.0,0.75,External,funding,,,1.0,,,1.12,0.4,1.0,0.21,0.088812,1.0,1.18,6,1.0,0.8,,ISR,Kinetic,6,,,,favorable,,,,GovContractor,fail,SAIC,AFLCMC,SOCOM_BA3_001,19,SOCOM,CCMD,vulnerability_test,23,5
,,,,MFP11,GovLab,ISR,,,Partner_CoDev,contracting,0.0,,1.0,,1.0,1.14,0.4,,0.6,0.2736,,,7,1.0,,,MultiINT,Kinetic,7,,,,favorable_with_caveats,,,,GovLab,fail,LM,NRL,SOCOM_BA4_001,20,SOCOM,CCMD,functional_test,23,2
,,,,MFP11,GovLab,C2_JADC2,,,Partner,contracting,0.0,,1.0,,1.0,1.28,0.4,,0.6,0.3072,,,14,1.0,,,ISR,NonKinetic,14,,,,favorable,,,,GovLab,fail,LM,PEO C4I,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,23,3
,,,,Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.44,0.4,1.0,0.36,0.215323,1.0,1.18,22,1.0,0.88,,CBRNE,Kinetic,22,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,DARPA,DTRA_BA2_001,22,DTRA,POC-User,feasibility,23,2
,,,,Title10;Title50,,Sensors,0.0,1.0,ProgramBase,funding,,,1.0,,,1.44,0.4,1.0,0.4,0.239247,1.0,1.18,22,1.0,0.88,,CBRNE,Kinetic,22,,,,favorable,,,,Commercial,fail,NG,AFLCMC,DTRA_BA3_001,23,DTRA,Service HQ,prototype_demo,23,4
,,,,Title10,,Medical,0.0,1.0,External,attempt,,,1.0,,,1.44,0.4,1.0,0.4,0.239247,1.0,1.18,22,1.0,0.88,,Medical,NonKinetic,,,,,not_conducted,,,,GovLab,start,NG,DEVCOM,DHA_BA2_001,26,DHA,Agency,,23,3
,,,,Title10,,Medical,0.0,1.0,External,funding,,,1.0,,,1.0,0.49,1.0,0.32,0.162821,1.0,1.18,0,1.0,0.88,,Medical,NonKinetic,0,,,,favorable,,,,GovLab,fail,NG,DEVCOM,DHA_BA2_001,26,DHA,Agency,feasibility,23,3
,,,,Title10,,AI_ML,0.0,1.0,External,funding,,,1.0,,,1.32,0.4,1.0,0.32,0.175448,1.0,1.18,16,1.0,0.88,,NA,NonKinetic,16,,,,favorable,,,,Commercial,fail,SAIC,DARPA,DIU_BA3_001,28,DIU,CCMD,prototype_demo,23,3
,,,,MIP,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.38,0.4,1.0,0.23625,0.123107,1.0,1.18,19,1.0,0.8,,MultiINT,NonKinetic,19,,,,favorable,,,,GovContractor,fail,NG,DEVCOM,MIP_SENS_001,29,Defense Intel,POC-User,functional_test,23,4
,,,,Title10,,EW,0.0,0.75,Partner,funding,,,1.0,,,1.4,0.4,1.0,0.196875,0.114484,1.0,1.18,20,1.0,0.88,,SIGINT,NonKinetic,20,,,,favorable,,,,GovContractor,fail,Boeing,NAVWAR,ARMY_BA5_002,32,Army,Service HQ,vulnerability_test,23,2
,,,,Title10,,Test_Ranges,0.0,0.75,External,funding,,,1.0,,,1.06,0.4,1.0,0.21,0.092459,1.0,1.18,3,1.0,0.88,,NA,Kinetic,3,,,,favorable_with_caveats,,,,Commercial,fail,LM,DEVCOM,ARMY_BA6_001,33,Army,POC-User,operational_test,23,4
,,,,Title10,GovLab,Air_Dominance,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.12,0.4,,0.6,0.2688,,,6,1.0,,,ISR,Kinetic,6,,,,favorable,,,,GovLab,fail,Boeing,PEO C4I,NAVY_BA4_002,36,Navy,CCMD,vulnerability_test,23,5
,,,,Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.42,0.4,1.0,0.34,0.200536,1.0,1.18,21,1.0,0.88,,ISR,Kinetic,21,,,,favorable_with_caveats,,,,GovLab,fail,NG,AFLCMC,AF_BA3_002,39,Air Force,CCMD,prototype_demo,23,4
,,,,Title10,,C2_JADC2,0.0,1.0,POM,attempt,,,1.0,,,1.42,0.4,1.0,0.34,0.200536,1.0,1.18,21,1.0,0.88,,ISR,NonKinetic,,,,,not_conducted,,,,GovLab,start,SAIC,PEO C4I,0603766E,1,DARPA,Agency,,24,4
,,,,Title10,,C2_JADC2,0.0,1.0,POM,funding,,,1.0,,,1.0,0.4,1.0,0.36,0.14953,1.0,1.18,0,1.0,0.88,,ISR,NonKinetic,0,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,PEO C4I,0603766E,1,DARPA,Agency,prototype_demo,24,4
,,,,Title10,,Missile_Defense,0.0,0.75,ProgramBase,funding,,,1.0,,,1.34,0.4,1.0,0.2625,0.029221,1.0,1.18,17,0.2,0.88,,ISR,NonKinetic,17,,,,favorable_with_caveats,,,,GovContractor,fail,Boeing,NAVWAR,0603888C,5,MDA,Service HQ,vulnerability_test,24,7
,,,,Title10,,Sensors,0.0,1.0,POM,funding,,,1.0,,,1.16,0.4,1.0,0.36,0.173454,1.0,1.18,8,1.0,0.88,,ISR,Kinetic,8,,,,favorable_with_caveats,,,,GovLab,fail,NG,DEVCOM,MDA_HYP_001,6,MDA,Service HQ,prototype_demo,24,2
,,,,Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.02,0.4,1.0,0.4,0.169467,1.0,1.18,1,1.0,0.88,,NA,NonKinetic,1,,,,unfavorable,,,,Commercial,fail,SAIC,DARPA,ARMY_BA2_001,7,Army,Agency,feasibility,24,4
,,,,Title10,,Land_Warfare,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.04,0.4,1.0,0.34,0.146871,1.0,1.18,2,1.0,0.88,,ISR,Kinetic,2,,,,unfavorable,,,,GovLab,fail,Leidos,NAVWAR,ARMY_BA3_001,8,Army,CCMD,prototype_demo,24,3
,,,,Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.04,0.4,1.0,0.2625,0.113393,1.0,1.18,2,1.0,0.88,,ISR,Kinetic,2,,,,favorable,,,,GovLab,fail,Boeing,DEVCOM,ARMY_BA4_001,9,Army,Agency,functional_test,24,3
,,,,Title10,,C2_JADC2,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.24,0.4,1.0,0.223125,0.11492,1.0,1.18,12,1.0,0.88,,ISR,NonKinetic,12,,,,favorable,,,,GovLab,fail,SAIC,AFLCMC,ARMY_BA5_001,10,Army,Agency,vulnerability_test,24,4
,,,,Title10,,Air_Dominance,0.0,0.75,POM,attempt,,,1.0,,,1.24,0.4,1.0,0.223125,0.11492,1.0,1.18,12,1.0,0.88,,NA,NonKinetic,,,,,not_conducted,,,,GovLab,start,NG,DARPA,AF_BA2_001,15,Air Force,CCMD,,24,2
,,,,Title10,,Air_Dominance,,,POM,legal,,,,,,,,,,,,,,,,,NA,NonKinetic,0,0.454225,0.30825,0.5835,unfavorable,,1.0,0.187525,GovLab,unfavorable,NG,DARPA,AF_BA2_001,15,Air Force,CCMD,feasibility,24,2
,,,,Title10,GovContractor,Autonomy_UxS,,,POM,contracting,0.0,,1.0,,1.0,1.2,0.4,,0.65,0.312,,,10,1.0,,,ISR,NonKinetic,10,,,,favorable,,,,GovContractor,fail,Leidos,NRL,AF_BA3_001,16,Air Force,Agency,prototype_demo,24,4
,,,,Title10,,Sensors,0.0,0.75,ProgramBase,funding,,,1.0,,,1.26,0.4,1.0,0.2625,0.13738,1.0,1.18,13,1.0,0.88,,ISR,Kinetic,13,,,,unfavorable,,,,GovLab,fail,NG,AFLCMC,AF_BA4_001,17,Air Force,CCMD,functional_test,24,3
,,,,Title10,,C2_JADC2,0.0,0.75,UFR,funding,,,1.0,,,1.36,0.4,1.0,0.18375,0.103798,1.0,1.18,18,1.0,0.88,,ISR,Kinetic,18,,,,favorable,,,,GovLab,fail,None,AFLCMC,AF_BA5_001,18,Air Force,Agency,vulnerability_test,24,2
,,,,MFP11,,Strike,0.0,0.75,External,funding,,,1.0,,,1.14,0.4,1.0,0.21,0.090397,1.0,1.18,7,1.0,0.8,,ISR,Kinetic,7,,,,favorable,,,,GovContractor,fail,SAIC,AFLCMC,SOCOM_BA3_001,19,SOCOM,CCMD,vulnerability_test,24,5
,,,,MFP11,,ISR,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.16,0.4,1.0,0.223125,0.097732,1.0,1.18,8,1.0,0.8,,MultiINT,Kinetic,8,,,,favorable_with_caveats,,,,GovLab,fail,LM,NRL,SOCOM_BA4_001,20,SOCOM,CCMD,functional_test,24,2
,,,,MFP11,,C2_JADC2,0.0,0.75,Partner,funding,,,1.0,,,1.3,0.4,1.0,0.196875,0.096642,1.0,1.18,15,1.0,0.8,,ISR,NonKinetic,15,,,,favorable,,,,GovLab,fail,LM,PEO C4I,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,24,3
,,,,Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.46,0.4,1.0,0.36,0.218313,1.0,1.18,23,1.0,0.88,,CBRNE,Kinetic,23,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,DARPA,DTRA_BA2_001,22,DTRA,POC-User,feasibility,24,2
,,,,Title10;Title50,,Sensors,0.0,1.0,ProgramBase,funding,,,1.0,,,1.46,0.4,1.0,0.4,0.24257,1.0,1.18,23,1.0,0.88,,CBRNE,Kinetic,23,,,,favorable,,,,Commercial,fail,NG,AFLCMC,DTRA_BA3_001,23,DTRA,Service HQ,prototype_demo,24,4
,,,,Title10,,Medical,0.0,1.0,External,funding,,,1.0,,,1.02,0.442225,1.0,0.32,0.149885,1.0,1.18,1,1.0,0.88,,Medical,NonKinetic,1,,,,favorable,,,,GovLab,fail,NG,DEVCOM,DHA_BA2_001,26,DHA,Agency,feasibility,24,3
,,,,Title10,,AI_ML,0.0,1.0,External,funding,,,1.0,,,1.34,0.4,1.0,0.32,0.178106,1.0,1.18,17,1.0,0.88,,NA,NonKinetic,17,,,,favorable,,,,Commercial,fail,SAIC,DARPA,DIU_BA3_001,28,DIU,CCMD,prototype_demo,24,3
,,,,MIP,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.4,0.4,1.0,0.23625,0.124891,1.0,1.18,20,1.0,0.8,,MultiINT,NonKinetic,20,,,,favorable,,,,GovContractor,fail,NG,DEVCOM,MIP_SENS_001,29,Defense Intel,POC-User,functional_test,24,4
,,,,Title10,,EW,0.0,0.75,Partner,funding,,,1.0,,,1.42,0.4,1.0,0.196875,0.116119,1.0,1.18,21,1.0,0.88,,SIGINT,NonKinetic,21,,,,favorable,,,,GovContractor,fail,Boeing,NAVWAR,ARMY_BA5_002,32,Army,Service HQ,vulnerability_test,24,2
,,,,Title10,,Test_Ranges,0.0,0.75,External,funding,,,1.0,,,1.08,0.4,1.0,0.21,0.094204,1.0,1.18,4,1.0,0.88,,NA,Kinetic,4,,,,favorable_with_caveats,,,,Commercial,fail,LM,DEVCOM,ARMY_BA6_001,33,Army,POC-User,operational_test,24,4
,,,,Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.14,0.4,1.0,0.2625,0.124296,1.0,1.18,7,1.0,0.88,,ISR,Kinetic,7,,,,favorable,,,,GovLab,fail,Boeing,PEO C4I,NAVY_BA4_002,36,Navy,CCMD,vulnerability_test,24,5
,,,,Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.44,0.4,1.0,0.34,0.20336,1.0,1.18,22,1.0,0.88,,ISR,Kinetic,22,,,,favorable_with_caveats,,,,GovLab,fail,NG,AFLCMC,AF_BA3_002,39,Air Force,CCMD,prototype_demo,24,4
,,,,Title10,,Microelectronics,0.0,1.0,POM,attempt,,,1.0,,,1.44,0.4,1.0,0.34,0.20336,1.0,1.18,22,1.0,0.88,,NA,NonKinetic,,,,,not_conducted,,,,GovLab,start,None,AFLCMC,0602702E,0,DARPA,Service HQ,,25,4
,,,,Title10,,Microelectronics,0.0,1.0,POM,funding,,,1.0,,,1.0,0.49,1.0,0.36,0.183174,1.0,1.18,0,1.0,0.88,,NA,NonKinetic,0,,,,favorable,,,,GovLab,fail,None,AFLCMC,0602702E,0,DARPA,Service HQ,feasibility,25,4
,,,,Title10,,C2_JADC2,0.0,1.0,POM,funding,,,1.0,,,1.02,0.4,1.0,0.36,0.15252,1.0,1.18,1,1.0,0.88,,ISR,NonKinetic,1,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,PEO C4I,0603766E,1,DARPA,Agency,prototype_demo,25,4
,,,,Title10,,Strike,0.0,1.0,Partner,attempt,,,1.0,,,1.02,0.4,1.0,0.36,0.15252,1.0,1.18,1,1.0,0.88,,ISR,NonKinetic,,,,,not_conducted,,,,GovLab,start,Boeing,DEVCOM,0603892C,4,MDA,Agency,,25,4
,,,,Title10,,Strike,0.0,0.75,Partner,funding,,,1.0,,,1.0,0.4,1.0,0.196875,0.081774,1.0,1.18,0,1.0,0.88,,ISR,NonKinetic,0,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,DEVCOM,0603892C,4,MDA,Agency,functional_test,25,4
,,,,Title10,,Missile_Defense,0.0,0.75,ProgramBase,funding,,,1.0,,,1.36,0.4,1.0,0.2625,0.029657,1.0,1.18,18,0.2,0.88,,ISR,NonKinetic,18,,,,favorable_with_caveats,,,,GovContractor,fail,Boeing,NAVWAR,0603888C,5,MDA,Service HQ,vulnerability_test,25,7
,,,,Title10,,Sensors,0.0,1.0,POM,funding,,,1.0,,,1.18,0.4,1.0,0.36,0.176445,1.0,1.18,9,1.0,0.88,,ISR,Kinetic,9,,,,favorable_with_caveats,,,,GovLab,fail,NG,DEVCOM,MDA_HYP_001,6,MDA,Service HQ,prototype_demo,25,2
,,,,Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.04,0.4,1.0,0.4,0.17279,1.0,1.18,2,1.0,0.88,,NA,NonKinetic,2,,,,unfavorable,,,,Commercial,fail,SAIC,DARPA,ARMY_BA2_001,7,Army,Agency,feasibility,25,4
,,,,Title10,,Land_Warfare,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.06,0.4,1.0,0.34,0.149696,1.0,1.18,3,1.0,0.88,,ISR,Kinetic,3,,,,unfavorable,,,,GovLab,fail,Leidos,NAVWAR,ARMY_BA3_001,8,Army,CCMD,prototype_demo,25,3
,,,,Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.06,0.4,1.0,0.2625,0.115574,1.0,1.18,3,1.0,0.88,,ISR,Kinetic,3,,,,favorable,,,,GovLab,fail,Boeing,DEVCOM,ARMY_BA4_001,9,Army,Agency,functional_test,25,3
,,,,Title10,,C2_JADC2,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.26,0.4,1.0,0.223125,0.116773,1.0,1.18,13,1.0,0.88,,ISR,NonKinetic,13,,,,favorable,,,,GovLab,fail,SAIC,AFLCMC,ARMY_BA5_001,10,Army,Agency,vulnerability_test,25,4
,,,,Title10,,Autonomy_UxS,0.0,1.0,POM,funding,,,1.0,,,1.22,0.4,1.0,0.36,0.182426,1.0,1.18,11,1.0,0.88,,ISR,NonKinetic,11,,,,favorable,,,,GovContractor,fail,Leidos,NRL,AF_BA3_001,16,Air Force,Agency,prototype_demo,25,4
,,,,Title10,,Sensors,0.0,0.75,ProgramBase,funding,,,1.0,,,1.28,0.4,1.0,0.2625,0.139561,1.0,1.18,14,1.0,0.88,,ISR,Kinetic,14,,,,unfavorable,,,,GovLab,fail,NG,AFLCMC,AF_BA4_001,17,Air Force,CCMD,functional_test,25,3
,,,,Title10,,C2_JADC2,0.0,0.75,UFR,funding,,,1.0,,,1.38,0.4,1.0,0.18375,0.105325,1.0,1.18,19,1.0,0.88,,ISR,Kinetic,19,,,,favorable,,,,GovLab,fail,None,AFLCMC,AF_BA5_001,18,Air Force,Agency,vulnerability_test,25,2
,,,,MFP11,,Strike,0.0,0.75,External,funding,,,1.0,,,1.16,0.4,1.0,0.21,0.091983,1.0,1.18,8,1.0,0.8,,ISR,Kinetic,8,,,,favorable,,,,GovContractor,fail,SAIC,AFLCMC,SOCOM_BA3_001,19,SOCOM,CCMD,vulnerability_test,25,5
,,,,MFP11,,ISR,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.18,0.4,1.0,0.223125,0.099417,1.0,1.18,9,1.0,0.8,,MultiINT,Kinetic,9,,,,favorable_with_caveats,,,,GovLab,fail,LM,NRL,SOCOM_BA4_001,20,SOCOM,CCMD,functional_test,25,2
,,,,MFP11,,C2_JADC2,0.0,0.75,Partner,funding,,,1.0,,,1.32,0.4,1.0,0.196875,0.098129,1.0,1.18,16,1.0,0.8,,ISR,NonKinetic,16,,,,favorable,,,,GovLab,fail,LM,PEO C4I,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,25,3
,,,,Title10;Title50,,CBRNE,,,POM,test,0.0,1.0,1.0,0.675,,1.48,0.4,1.0,0.65,0.25974,1.0,,24,1.0,,1.0,CBRNE,Kinetic,24,,,,favorable_with_caveats,favorable_with_caveats,,,Commercial,fail,SAIC,DARPA,DTRA_BA2_001,22,DTRA,POC-User,feasibility,25,2
,,,,Title10;Title50,Commercial,Sensors,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.48,0.4,,0.6,0.3552,,,24,1.0,,,CBRNE,Kinetic,24,,,,favorable,,,,Commercial,fail,NG,AFLCMC,DTRA_BA3_001,23,DTRA,Service HQ,prototype_demo,25,4
,,,,Title10,,Medical,0.0,1.0,External,funding,,,1.0,,,1.04,0.4,1.0,0.32,0.138232,1.0,1.18,2,1.0,0.88,,Medical,NonKinetic,2,,,,favorable,,,,GovLab,fail,NG,DEVCOM,DHA_BA2_001,26,DHA,Agency,feasibility,25,3
,,,,Title10,,AI_ML,,,External,test,0.0,1.0,1.0,0.725,,1.36,0.4,1.0,0.68,0.268192,1.0,,18,1.0,,1.0,NA,NonKinetic,18,,,,favorable,favorable,,,Commercial,fail,SAIC,DARPA,DIU_BA3_001,28,DIU,CCMD,prototype_demo,25,3
,,,,MIP,GovContractor,ISR,,,POM,contracting,0.0,,1.0,,1.0,1.42,0.4,,0.65,0.3692,,,21,1.0,,,MultiINT,NonKinetic,21,,,,favorable,,,,GovContractor,fail,NG,DEVCOM,MIP_SENS_001,29,Defense Intel,POC-User,functional_test,25,4
,,,,Title10,,EW,0.0,0.75,Partner,funding,,,1.0,,,1.44,0.4,1.0,0.196875,0.117755,1.0,1.18,22,1.0,0.88,,SIGINT,NonKinetic,22,,,,favorable,,,,GovContractor,fail,Boeing,NAVWAR,ARMY_BA5_002,32,Army,Service HQ,vulnerability_test,25,2
,,,,Title10,,Test_Ranges,0.0,0.75,External,funding,,,1.0,,,1.1,0.4,1.0,0.21,0.095948,1.0,1.18,5,1.0,0.88,,NA,Kinetic,5,,,,favorable_with_caveats,,,,Commercial,fail,LM,DEVCOM,ARMY_BA6_001,33,Army,POC-User,operational_test,25,4
,,,,Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.16,0.4,1.0,0.2625,0.126477,1.0,1.18,8,1.0,0.88,,ISR,Kinetic,8,,,,favorable,,,,GovLab,fail,Boeing,PEO C4I,NAVY_BA4_002,36,Navy,CCMD,vulnerability_test,25,5
,,,,Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.46,0.4,1.0,0.34,0.206185,1.0,1.18,23,1.0,0.88,,ISR,Kinetic,23,,,,favorable_with_caveats,,,,GovLab,fail,NG,AFLCMC,AF_BA3_002,39,Air Force,CCMD,prototype_demo,25,4
,,,,Title10,,Microelectronics,0.0,1.0,POM,funding,,,1.0,,,1.02,0.442225,1.0,0.36,0.168621,1.0,1.18,1,1.0,0.88,,NA,NonKinetic,1,,,,favorable,,,,GovLab,fail,None,AFLCMC,0602702E,0,DARPA,Service HQ,feasibility,26,4
,,,,Title10,,C2_JADC2,0.0,1.0,POM,funding,,,1.0,,,1.04,0.4,1.0,0.36,0.155511,1.0,1.18,2,1.0,0.88,,ISR,NonKinetic,2,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,PEO C4I,0603766E,1,DARPA,Agency,prototype_demo,26,4
,,,,Title10,,Strike,0.0,0.75,Partner,funding,,,1.0,,,1.02,0.4,1.0,0.196875,0.083409,1.0,1.18,1,1.0,0.88,,ISR,NonKinetic,1,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,DEVCOM,0603892C,4,MDA,Agency,functional_test,26,4
,,,,Title10,,Missile_Defense,0.0,0.75,ProgramBase,funding,,,1.0,,,1.38,0.4,1.0,0.2625,0.030093,1.0,1.18,19,0.2,0.88,,ISR,NonKinetic,19,,,,favorable_with_caveats,,,,GovContractor,fail,Boeing,NAVWAR,0603888C,5,MDA,Service HQ,vulnerability_test,26,7
,,,,Title10,,Sensors,0.0,1.0,POM,funding,,,1.0,,,1.2,0.4,1.0,0.36,0.179436,1.0,1.18,10,1.0,0.88,,ISR,Kinetic,10,,,,favorable_with_caveats,,,,GovLab,fail,NG,DEVCOM,MDA_HYP_001,6,MDA,Service HQ,prototype_demo,26,2
,,,,Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.06,0.4,1.0,0.4,0.176113,1.0,1.18,3,1.0,0.88,,NA,NonKinetic,3,,,,unfavorable,,,,Commercial,fail,SAIC,DARPA,ARMY_BA2_001,7,Army,Agency,feasibility,26,4
,,,,Title10,,Land_Warfare,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.08,0.4,1.0,0.34,0.15252,1.0,1.18,4,1.0,0.88,,ISR,Kinetic,4,,,,unfavorable,,,,GovLab,fail,Leidos,NAVWAR,ARMY_BA3_001,8,Army,CCMD,prototype_demo,26,3
,,,,Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.08,0.4,1.0,0.2625,0.117755,1.0,1.18,4,1.0,0.88,,ISR,Kinetic,4,,,,favorable,,,,GovLab,fail,Boeing,DEVCOM,ARMY_BA4_001,9,Army,Agency,functional_test,26,3
,,,,Title10,GovLab,C2_JADC2,,,Partner_CoDev,contracting,0.0,,1.0,,1.0,1.28,0.4,,0.6,0.3072,,,14,1.0,,,ISR,NonKinetic,14,,,,favorable,,,,GovLab,fail,SAIC,AFLCMC,ARMY_BA5_001,10,Army,Agency,vulnerability_test,26,4
,,,,Title10,,Autonomy_UxS,0.0,1.0,POM,funding,,,1.0,,,1.24,0.4,1.0,0.36,0.185417,1.0,1.18,12,1.0,0.88,,ISR,NonKinetic,12,,,,favorable,,,,GovContractor,fail,Leidos,NRL,AF_BA3_001,16,Air Force,Agency,prototype_demo,26,4
,,,,Title10,,Sensors,0.0,0.75,ProgramBase,funding,,,1.0,,,1.3,0.4,1.0,0.2625,0.141742,1.0,1.18,15,1.0,0.88,,ISR,Kinetic,15,,,,unfavorable,,,,GovLab,fail,NG,AFLCMC,AF_BA4_001,17,Air Force,CCMD,functional_test,26,3
,,,,Title10,GovLab,C2_JADC2,,,UFR,contracting,0.0,,1.0,,1.0,1.4,0.4,,0.6,0.336,,,20,1.0,,,ISR,Kinetic,20,,,,favorable,,,,GovLab,fail,None,AFLCMC,AF_BA5_001,18,Air Force,Agency,vulnerability_test,26,2
,,,,MFP11,,Strike,0.0,0.75,External,funding,,,1.0,,,1.18,0.4,1.0,0.21,0.093569,1.0,1.18,9,1.0,0.8,,ISR,Kinetic,9,,,,favorable,,,,GovContractor,fail,SAIC,AFLCMC,SOCOM_BA3_001,19,SOCOM,CCMD,vulnerability_test,26,5
,,,,MFP11,,ISR,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.2,0.4,1.0,0.223125,0.101102,1.0,1.18,10,1.0,0.8,,MultiINT,Kinetic,10,,,,favorable_with_caveats,,,,GovLab,fail,LM,NRL,SOCOM_BA4_001,20,SOCOM,CCMD,functional_test,26,2
,,,,MFP11,,C2_JADC2,0.0,0.75,Partner,funding,,,1.0,,,1.34,0.4,1.0,0.196875,0.099616,1.0,1.18,17,1.0,0.8,,ISR,NonKinetic,17,,,,favorable,,,,GovLab,fail,LM,PEO C4I,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,26,3
,,,,Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.5,0.4,1.0,0.36,0.224294,1.0,1.18,25,1.0,0.88,,CBRNE,Kinetic,25,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,DARPA,DTRA_BA2_001,22,DTRA,POC-User,feasibility,26,2
,,,,Title10;Title50,,Sensors,0.0,1.0,ProgramBase,funding,,,1.0,,,1.5,0.4,1.0,0.4,0.249216,1.0,1.18,25,1.0,0.88,,CBRNE,Kinetic,25,,,,favorable,,,,Commercial,fail,NG,AFLCMC,DTRA_BA3_001,23,DTRA,Service HQ,prototype_demo,26,4
,,,,Title10,,Medical,0.0,1.0,External,funding,,,1.0,,,1.06,0.4,1.0,0.32,0.14089,1.0,1.18,3,1.0,0.88,,Medical,NonKinetic,3,,,,favorable,,,,GovLab,fail,NG,DEVCOM,DHA_BA2_001,26,DHA,Agency,feasibility,26,3
,,,,Title10,,AI_ML,0.0,1.0,External,funding,,,1.0,,,1.38,0.4,1.0,0.32,0.183423,1.0,1.18,19,1.0,0.88,,NA,NonKinetic,19,,,,favorable,,,,Commercial,fail,SAIC,DARPA,DIU_BA3_001,28,DIU,CCMD,prototype_demo,26,3
,,,,MIP,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.44,0.4,1.0,0.23625,0.12846,1.0,1.18,22,1.0,0.8,,MultiINT,NonKinetic,22,,,,favorable,,,,GovContractor,fail,NG,DEVCOM,MIP_SENS_001,29,Defense Intel,POC-User,functional_test,26,4
,,,,Title10,,EW,0.0,0.75,Partner,funding,,,1.0,,,1.46,0.4,1.0,0.196875,0.11939,1.0,1.18,23,1.0,0.88,,SIGINT,NonKinetic,23,,,,favorable,,,,GovContractor,fail,Boeing,NAVWAR,ARMY_BA5_002,32,Army,Service HQ,vulnerability_test,26,2
,,,,Title10,,Test_Ranges,0.0,0.75,External,funding,,,1.0,,,1.12,0.4,1.0,0.21,0.097693,1.0,1.18,6,1.0,0.88,,NA,Kinetic,6,,,,favorable_with_caveats,,,,Commercial,fail,LM,DEVCOM,ARMY_BA6_001,33,Army,POC-User,operational_test,26,4
,,,,Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.18,0.4,1.0,0.2625,0.128658,1.0,1.18,9,1.0,0.88,,ISR,Kinetic,9,,,,favorable,,,,GovLab,fail,Boeing,PEO C4I,NAVY_BA4_002,36,Navy,CCMD,vulnerability_test,26,5
