authority,contract_org_type,domain,funding_color_weight,funding_source,gate,gate_dependency_mult,gate_evidence_mult,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_status_mult,gate_support_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
Title50,,Space,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,MASINT,Kinetic,6,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,PEO C4I,proj-7,7,IC,Agency,prototype_demo,21,5
Title10,Commercial,ISR,,Partner,contracting,,,0.448,,0.6,0.2688,,1.0,,MASINT,NonKinetic,4,,,,favorable,,,,Commercial,fail,NG,PEO C4I,proj-8,8,Army,Agency,feasibility,21,3
Title50,,Cyber,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,HUMINT,Kinetic,7,,,,unfavorable,,,,Commercial,fail,SAIC,PEO C4I,proj-10,10,Space Force,CCMD,feasibility,21,4
Title50,,Cyber,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,OSINT,Kinetic,5,,,,unfavorable,,,,GovContractor,fail,LM,DARPA,proj-11,11,USMC,CCMD,feasibility,21,2
Title50,,Land,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,GEOINT,NonKinetic,14,,,,favorable_with_caveats,,,,GovContractor,fail,None,AFLCMC,proj-14,14,Air Force,CCMD,feasibility,21,3
Title50,,Land,1.0,UFR,funding,,,0.32585,1.0,0.28,0.07299,1.0,1.0,0.8,GEOINT,NonKinetic,1,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,proj-16,16,USMC,CCMD,feasibility,21,4
Title10,,Air,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,GEOINT,NonKinetic,19,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,proj-17,17,Army,CCMD,feasibility,21,2
Title50,,Cyber,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,SIGINT,NonKinetic,13,,,,favorable,,,,Commercial,fail,NG,PEO C4I,proj-18,18,IC,CCMD,feasibility,21,4
Title10,,Maritime,1.0,ProgramBase,funding,,,0.2401,1.0,0.4,0.076832,1.0,1.0,0.8,SIGINT,NonKinetic,14,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,proj-19,19,Air Force,CCMD,feasibility,21,2
Title10,,Maritime,1.0,ProgramBase,funding,,,0.2401,1.0,0.4,0.076832,1.0,1.0,0.8,OSINT,NonKinetic,9,,,,favorable,,,,Commercial,fail,Boeing,DEVCOM,proj-21,21,Navy,CCMD,feasibility,21,4
Title10,,Cyber,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,SIGINT,NonKinetic,11,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,DEVCOM,proj-24,24,USMC,Service HQ,feasibility,21,4
Title50,,Land,1.0,External,funding,,,0.2401,1.0,0.32,0.061466,1.0,1.0,0.8,HUMINT,Kinetic,9,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,proj-25,25,Air Force,POC-User,feasibility,21,4
Title50,,Maritime,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,HUMINT,Kinetic,21,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,proj-26,26,Navy,POC-User,feasibility,21,4
Title10,,EW,1.0,External,funding,,,0.2401,1.0,0.32,0.061466,1.0,1.0,0.8,SIGINT,NonKinetic,13,,,,favorable,,,,GovContractor,fail,Boeing,AFLCMC,proj-27,27,IC,Agency,feasibility,21,4
Title10,,Space,1.0,UFR,funding,,,0.2744,1.0,0.28,0.061466,1.0,1.0,0.8,MASINT,NonKinetic,4,,,,favorable,,,,GovContractor,fail,None,AFLCMC,proj-28,28,Navy,Service HQ,feasibility,21,4
Title50,,EW,1.0,ProgramBase,funding,,,0.2401,1.0,0.4,0.076832,1.0,1.0,0.8,SIGINT,NonKinetic,10,,,,favorable_with_caveats,,,,GovContractor,fail,NG,DEVCOM,proj-30,30,Air Force,CCMD,feasibility,21,4
Title10,,Land,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,SIGINT,Kinetic,7,,,,unfavorable,,,,GovContractor,fail,SAIC,DEVCOM,proj-36,36,Air Force,Service HQ,feasibility,21,4
Title10,,Land,1.0,ProgramBase,funding,,,0.2401,1.0,0.4,0.076832,1.0,1.0,0.8,GEOINT,NonKinetic,11,,,,favorable,,,,Commercial,fail,SAIC,NRL,proj-37,37,Navy,Agency,feasibility,21,3
Title50,,Cyber,1.0,UFR,funding,,,0.2401,1.0,0.28,0.053782,1.0,1.0,0.8,OSINT,Kinetic,12,,,,favorable,,,,GovLab,fail,None,PEO C4I,proj-0,0,Space Force,POC-User,feasibility,22,2
Title50,,Space,1.0,Partner,funding,,,0.29155,1.0,0.3,0.069972,1.0,1.0,0.8,OSINT,Kinetic,2,,,,unfavorable,,,,Commercial,fail,SAIC,NAVWAR,proj-2,2,IC,Agency,feasibility,22,2
Title50,,Maritime,1.0,External,funding,,,0.2401,1.0,0.32,0.061466,1.0,1.0,0.8,GEOINT,NonKinetic,11,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,proj-3,3,Air Force,CCMD,feasibility,22,3
Title50,,Air,1.0,ProgramBase,attempt,,,0.2401,1.0,0.32,0.061466,1.0,1.0,0.8,HUMINT,Kinetic,,,,,not_conducted,,,,Commercial,start,NG,PEO C4I,proj-4,4,Navy,Service HQ,,22,3
Title50,,Air,,ProgramBase,legal,,,,,,,,,,HUMINT,Kinetic,0,0.585952,0.112925,0.67415,unfavorable,,1.0,0.251123,Commercial,unfavorable,NG,PEO C4I,proj-4,4,Navy,Service HQ,feasibility,22,3
Title50,,Cyber,1.0,ProgramBase,funding,,,0.3087,1.0,0.4,0.098784,1.0,1.0,0.8,OSINT,Kinetic,2,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,DARPA,proj-5,5,Air Force,POC-User,feasibility,22,4
Title10,,Air,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,MASINT,Kinetic,15,,,,favorable,,,,GovLab,fail,SAIC,NRL,proj-6,6,Space Force,POC-User,feasibility,22,4
Title50,,Space,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,MASINT,Kinetic,7,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,PEO C4I,proj-7,7,IC,Agency,prototype_demo,22,5
Title10,,ISR,1.0,Partner,funding,,,0.275625,1.0,0.3,0.06615,1.0,1.0,0.8,MASINT,NonKinetic,5,,,,favorable,,,,Commercial,fail,NG,PEO C4I,proj-8,8,Army,Agency,feasibility,22,3
Title50,,Cyber,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,HUMINT,Kinetic,8,,,,unfavorable,,,,Commercial,fail,SAIC,PEO C4I,proj-10,10,Space Force,CCMD,feasibility,22,4
Title50,,Cyber,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,OSINT,Kinetic,6,,,,unfavorable,,,,GovContractor,fail,LM,DARPA,proj-11,11,USMC,CCMD,feasibility,22,2
Title50,,Land,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,GEOINT,NonKinetic,15,,,,favorable_with_caveats,,,,GovContractor,fail,None,AFLCMC,proj-14,14,Air Force,CCMD,feasibility,22,3
Title50,,Land,1.0,UFR,funding,,,0.3087,1.0,0.28,0.069149,1.0,1.0,0.8,GEOINT,NonKinetic,2,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,proj-16,16,USMC,CCMD,feasibility,22,4
Title10,,Air,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,GEOINT,NonKinetic,20,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,proj-17,17,Army,CCMD,feasibility,22,2
Title50,,Cyber,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,SIGINT,NonKinetic,14,,,,favorable,,,,Commercial,fail,NG,PEO C4I,proj-18,18,IC,CCMD,feasibility,22,4
Title10,,Maritime,1.0,ProgramBase,funding,,,0.2401,1.0,0.4,0.076832,1.0,1.0,0.8,SIGINT,NonKinetic,15,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,proj-19,19,Air Force,CCMD,feasibility,22,2
Title10,,Maritime,1.0,ProgramBase,funding,,,0.2401,1.0,0.4,0.076832,1.0,1.0,0.8,OSINT,NonKinetic,10,,,,favorable,,,,Commercial,fail,Boeing,DEVCOM,proj-21,21,Navy,CCMD,feasibility,22,4
Title10,,Cyber,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,SIGINT,NonKinetic,12,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,DEVCOM,proj-24,24,USMC,Service HQ,feasibility,22,4
Title50,Commercial,Land,,External,contracting,,,0.343,,0.6,0.2058,,1.0,,HUMINT,Kinetic,10,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,proj-25,25,Air Force,POC-User,feasibility,22,4
Title50,,Maritime,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,HUMINT,Kinetic,22,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,proj-26,26,Navy,POC-User,feasibility,22,4
Title10,,EW,1.0,External,funding,,,0.2401,1.0,0.32,0.061466,1.0,1.0,0.8,SIGINT,NonKinetic,14,,,,favorable,,,,GovContractor,fail,Boeing,AFLCMC,proj-27,27,IC,Agency,feasibility,22,4
Title10,,Space,1.0,UFR,funding,,,0.25725,1.0,0.28,0.057624,1.0,1.0,0.8,MASINT,NonKinetic,5,,,,favorable,,,,GovContractor,fail,None,AFLCMC,proj-28,28,Navy,Service HQ,feasibility,22,4
Title50,GovContractor,EW,,ProgramBase,contracting,,,0.343,,0.65,0.22295,,1.0,,SIGINT,NonKinetic,11,,,,favorable_with_caveats,,,,GovContractor,fail,NG,DEVCOM,proj-30,30,Air Force,CCMD,feasibility,22,4
Title10,,Land,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,SIGINT,Kinetic,8,,,,unfavorable,,,,GovContractor,fail,SAIC,DEVCOM,proj-36,36,Air Force,Service HQ,feasibility,22,4
Title10,,Land,1.0,ProgramBase,funding,,,0.2401,1.0,0.4,0.076832,1.0,1.0,0.8,GEOINT,NonKinetic,12,,,,favorable,,,,Commercial,fail,SAIC,NRL,proj-37,37,Navy,Agency,feasibility,22,3
Title50,,Cyber,1.0,UFR,funding,,,0.2401,1.0,0.28,0.053782,1.0,1.0,0.8,OSINT,Kinetic,13,,,,favorable,,,,GovLab,fail,None,PEO C4I,proj-0,0,Space Force,POC-User,feasibility,23,2
Title50,,Space,1.0,Partner,funding,,,0.2744,1.0,0.3,0.065856,1.0,1.0,0.8,OSINT,Kinetic,3,,,,unfavorable,,,,Commercial,fail,SAIC,NAVWAR,proj-2,2,IC,Agency,feasibility,23,2
Title50,,Maritime,1.0,External,funding,,,0.2401,1.0,0.32,0.061466,1.0,1.0,0.8,GEOINT,NonKinetic,12,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,proj-3,3,Air Force,CCMD,feasibility,23,3
Title50,,Cyber,1.0,ProgramBase,funding,,,0.29155,1.0,0.4,0.093296,1.0,1.0,0.8,OSINT,Kinetic,3,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,DARPA,proj-5,5,Air Force,POC-User,feasibility,23,4
Title10,,Air,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,MASINT,Kinetic,16,,,,favorable,,,,GovLab,fail,SAIC,NRL,proj-6,6,Space Force,POC-User,feasibility,23,4
Title50,Commercial,Space,,POM,contracting,,,0.343,,0.6,0.2058,,1.0,,MASINT,Kinetic,8,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,PEO C4I,proj-7,7,IC,Agency,prototype_demo,23,5
Title10,,ISR,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,MASINT,NonKinetic,6,,,,favorable,,,,Commercial,fail,NG,PEO C4I,proj-8,8,Army,Agency,feasibility,23,3
Title50,,Cyber,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,HUMINT,Kinetic,9,,,,unfavorable,,,,Commercial,fail,SAIC,PEO C4I,proj-10,10,Space Force,CCMD,feasibility,23,4
Title50,,Cyber,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,OSINT,Kinetic,7,,,,unfavorable,,,,GovContractor,fail,LM,DARPA,proj-11,11,USMC,CCMD,feasibility,23,2
Title50,,Land,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,GEOINT,NonKinetic,16,,,,favorable_with_caveats,,,,GovContractor,fail,None,AFLCMC,proj-14,14,Air Force,CCMD,feasibility,23,3
Title50,,Land,1.0,UFR,funding,,,0.29155,1.0,0.28,0.065307,1.0,1.0,0.8,GEOINT,NonKinetic,3,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,proj-16,16,USMC,CCMD,feasibility,23,4
Title10,,Air,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,GEOINT,NonKinetic,21,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,proj-17,17,Army,CCMD,feasibility,23,2
Title50,,Cyber,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,SIGINT,NonKinetic,15,,,,favorable,,,,Commercial,fail,NG,PEO C4I,proj-18,18,IC,CCMD,feasibility,23,4
Title10,,Maritime,1.0,ProgramBase,funding,,,0.2401,1.0,0.4,0.076832,1.0,1.0,0.8,SIGINT,NonKinetic,16,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,proj-19,19,Air Force,CCMD,feasibility,23,2
Title10,,Maritime,1.0,ProgramBase,funding,,,0.2401,1.0,0.4,0.076832,1.0,1.0,0.8,OSINT,NonKinetic,11,,,,favorable,,,,Commercial,fail,Boeing,DEVCOM,proj-21,21,Navy,CCMD,feasibility,23,4
Title10,,Cyber,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,SIGINT,NonKinetic,13,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,DEVCOM,proj-24,24,USMC,Service HQ,feasibility,23,4
Title50,,Land,1.0,External,funding,,,0.2401,1.0,0.32,0.061466,1.0,1.0,0.8,HUMINT,Kinetic,11,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,proj-25,25,Air Force,POC-User,feasibility,23,4
Title50,,Maritime,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,HUMINT,Kinetic,23,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,proj-26,26,Navy,POC-User,feasibility,23,4
Title10,,EW,1.0,External,funding,,,0.2401,1.0,0.32,0.061466,1.0,1.0,0.8,SIGINT,NonKinetic,15,,,,favorable,,,,GovContractor,fail,Boeing,AFLCMC,proj-27,27,IC,Agency,feasibility,23,4
Title10,,Space,1.0,UFR,funding,,,0.2401,1.0,0.28,0.053782,1.0,1.0,0.8,MASINT,NonKinetic,6,,,,favorable,,,,GovContractor,fail,None,AFLCMC,proj-28,28,Navy,Service HQ,feasibility,23,4
Title50,,EW,1.0,ProgramBase,funding,,,0.2401,1.0,0.4,0.076832,1.0,1.0,0.8,SIGINT,NonKinetic,12,,,,favorable_with_caveats,,,,GovContractor,fail,NG,DEVCOM,proj-30,30,Air Force,CCMD,feasibility,23,4
Title10,,Land,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,SIGINT,Kinetic,9,,,,unfavorable,,,,GovContractor,fail,SAIC,DEVCOM,proj-36,36,Air Force,Service HQ,feasibility,23,4
Title10,,Land,1.0,ProgramBase,funding,,,0.2401,1.0,0.4,0.076832,1.0,1.0,0.8,GEOINT,NonKinetic,13,,,,favorable,,,,Commercial,fail,SAIC,NRL,proj-37,37,Navy,Agency,feasibility,23,3
Title50,,Cyber,1.0,UFR,funding,,,0.2401,1.0,0.28,0.053782,1.0,1.0,0.8,OSINT,Kinetic,14,,,,favorable,,,,GovLab,fail,None,PEO C4I,proj-0,0,Space Force,POC-User,feasibility,24,2
Title50,,Space,1.0,Partner,funding,,,0.25725,1.0,0.3,0.06174,1.0,1.0,0.8,OSINT,Kinetic,4,,,,unfavorable,,,,Commercial,fail,SAIC,NAVWAR,proj-2,2,IC,Agency,feasibility,24,2
Title50,,Maritime,1.0,External,funding,,,0.2401,1.0,0.32,0.061466,1.0,1.0,0.8,GEOINT,NonKinetic,13,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,proj-3,3,Air Force,CCMD,feasibility,24,3
Title50,,Cyber,1.0,ProgramBase,funding,,,0.2744,1.0,0.4,0.087808,1.0,1.0,0.8,OSINT,Kinetic,4,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,DARPA,proj-5,5,Air Force,POC-User,feasibility,24,4
Title10,,Air,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,MASINT,Kinetic,17,,,,favorable,,,,GovLab,fail,SAIC,NRL,proj-6,6,Space Force,POC-User,feasibility,24,4
Title50,,Space,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,MASINT,Kinetic,9,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,PEO C4I,proj-7,7,IC,Agency,prototype_demo,24,5
Title10,,ISR,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,MASINT,NonKinetic,7,,,,favorable,,,,Commercial,fail,NG,PEO C4I,proj-8,8,Army,Agency,feasibility,24,3
Title50,,Cyber,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,HUMINT,Kinetic,10,,,,unfavorable,,,,Commercial,fail,SAIC,PEO C4I,proj-10,10,Space Force,CCMD,feasibility,24,4
Title50,,Cyber,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,OSINT,Kinetic,8,,,,unfavorable,,,,GovContractor,fail,LM,DARPA,proj-11,11,USMC,CCMD,feasibility,24,2
Title50,,Land,,POM,test,1.0,0.5,0.3528,1.0,0.7,0.12348,1.0,1.0,,GEOINT,NonKinetic,17,,,,favorable_with_caveats,favorable_with_caveats,,,GovContractor,fail,None,AFLCMC,proj-14,14,Air Force,CCMD,feasibility,24,3
Title50,,Land,1.0,UFR,funding,,,0.2744,1.0,0.28,0.061466,1.0,1.0,0.8,GEOINT,NonKinetic,4,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,proj-16,16,USMC,CCMD,feasibility,24,4
Title10,,Air,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,GEOINT,NonKinetic,22,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,proj-17,17,Army,CCMD,feasibility,24,2
Title50,,Cyber,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,SIGINT,NonKinetic,16,,,,favorable,,,,Commercial,fail,NG,PEO C4I,proj-18,18,IC,CCMD,feasibility,24,4
Title10,,Maritime,1.0,ProgramBase,funding,,,0.2401,1.0,0.4,0.076832,1.0,1.0,0.8,SIGINT,NonKinetic,17,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,proj-19,19,Air Force,CCMD,feasibility,24,2
Title10,,Maritime,1.0,ProgramBase,funding,,,0.2401,1.0,0.4,0.076832,1.0,1.0,0.8,OSINT,NonKinetic,12,,,,favorable,,,,Commercial,fail,Boeing,DEVCOM,proj-21,21,Navy,CCMD,feasibility,24,4
Title10,Commercial,Cyber,,POM,contracting,,,0.343,,0.6,0.2058,,1.0,,SIGINT,NonKinetic,14,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,DEVCOM,proj-24,24,USMC,Service HQ,feasibility,24,4
Title50,,Land,1.0,External,funding,,,0.2401,1.0,0.32,0.061466,1.0,1.0,0.8,HUMINT,Kinetic,12,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,proj-25,25,Air Force,POC-User,feasibility,24,4
Title50,,Maritime,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,HUMINT,Kinetic,24,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,proj-26,26,Navy,POC-User,feasibility,24,4
Title10,,EW,1.0,External,funding,,,0.2401,1.0,0.32,0.061466,1.0,1.0,0.8,SIGINT,NonKinetic,16,,,,favorable,,,,GovContractor,fail,Boeing,AFLCMC,proj-27,27,IC,Agency,feasibility,24,4
Title10,,Space,1.0,UFR,funding,,,0.2401,1.0,0.28,0.053782,1.0,1.0,0.8,MASINT,NonKinetic,7,,,,favorable,,,,GovContractor,fail,None,AFLCMC,proj-28,28,Navy,Service HQ,feasibility,24,4
Title50,,EW,1.0,ProgramBase,funding,,,0.2401,1.0,0.4,0.076832,1.0,1.0,0.8,SIGINT,NonKinetic,13,,,,favorable_with_caveats,,,,GovContractor,fail,NG,DEVCOM,proj-30,30,Air Force,CCMD,feasibility,24,4
Title10,,Land,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,SIGINT,Kinetic,10,,,,unfavorable,,,,GovContractor,fail,SAIC,DEVCOM,proj-36,36,Air Force,Service HQ,feasibility,24,4
Title10,,Land,1.0,ProgramBase,funding,,,0.2401,1.0,0.4,0.076832,1.0,1.0,0.8,GEOINT,NonKinetic,14,,,,favorable,,,,Commercial,fail,SAIC,NRL,proj-37,37,Navy,Agency,feasibility,24,3
Title50,,Cyber,1.0,UFR,funding,,,0.2401,1.0,0.28,0.053782,1.0,1.0,0.8,OSINT,Kinetic,15,,,,favorable,,,,GovLab,fail,None,PEO C4I,proj-0,0,Space Force,POC-User,feasibility,25,2
Title50,,Space,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,OSINT,Kinetic,5,,,,unfavorable,,,,Commercial,fail,SAIC,NAVWAR,proj-2,2,IC,Agency,feasibility,25,2
Title50,,Maritime,1.0,External,funding,,,0.2401,1.0,0.32,0.061466,1.0,1.0,0.8,GEOINT,NonKinetic,14,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,proj-3,3,Air Force,CCMD,feasibility,25,3
Title50,,Cyber,1.0,ProgramBase,funding,,,0.25725,1.0,0.4,0.08232,1.0,1.0,0.8,OSINT,Kinetic,5,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,DARPA,proj-5,5,Air Force,POC-User,feasibility,25,4
Title10,,Air,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,MASINT,Kinetic,18,,,,favorable,,,,GovLab,fail,SAIC,NRL,proj-6,6,Space Force,POC-User,feasibility,25,4
Title50,,Space,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,MASINT,Kinetic,10,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,PEO C4I,proj-7,7,IC,Agency,prototype_demo,25,5
Title10,,ISR,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,MASINT,NonKinetic,8,,,,favorable,,,,Commercial,fail,NG,PEO C4I,proj-8,8,Army,Agency,feasibility,25,3
Title50,,Cyber,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,HUMINT,Kinetic,11,,,,unfavorable,,,,Commercial,fail,SAIC,PEO C4I,proj-10,10,Space Force,CCMD,feasibility,25,4
Title50,,Cyber,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,OSINT,Kinetic,9,,,,unfavorable,,,,GovContractor,fail,LM,DARPA,proj-11,11,USMC,CCMD,feasibility,25,2
Title50,,Land,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,GEOINT,NonKinetic,18,,,,favorable_with_caveats,,,,GovContractor,fail,None,AFLCMC,proj-14,14,Air Force,CCMD,feasibility,25,3
Title50,,Land,1.0,UFR,funding,,,0.25725,1.0,0.28,0.057624,1.0,1.0,0.8,GEOINT,NonKinetic,5,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,proj-16,16,USMC,CCMD,feasibility,25,4
Title10,,Air,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,GEOINT,NonKinetic,23,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,proj-17,17,Army,CCMD,feasibility,25,2
Title50,,Cyber,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,SIGINT,NonKinetic,17,,,,favorable,,,,Commercial,fail,NG,PEO C4I,proj-18,18,IC,CCMD,feasibility,25,4
Title10,,Maritime,1.0,ProgramBase,funding,,,0.2401,1.0,0.4,0.076832,1.0,1.0,0.8,SIGINT,NonKinetic,18,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,proj-19,19,Air Force,CCMD,feasibility,25,2
Title10,,Maritime,1.0,ProgramBase,funding,,,0.2401,1.0,0.4,0.076832,1.0,1.0,0.8,OSINT,NonKinetic,13,,,,favorable,,,,Commercial,fail,Boeing,DEVCOM,proj-21,21,Navy,CCMD,feasibility,25,4
Title10,,Cyber,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,SIGINT,NonKinetic,15,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,DEVCOM,proj-24,24,USMC,Service HQ,feasibility,25,4
Title50,,Land,1.0,External,funding,,,0.2401,1.0,0.32,0.061466,1.0,1.0,0.8,HUMINT,Kinetic,13,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,proj-25,25,Air Force,POC-User,feasibility,25,4
Title50,,Maritime,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,HUMINT,Kinetic,25,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,proj-26,26,Navy,POC-User,feasibility,25,4
Title10,,EW,1.0,External,funding,,,0.2401,1.0,0.32,0.061466,1.0,1.0,0.8,SIGINT,NonKinetic,17,,,,favorable,,,,GovContractor,fail,Boeing,AFLCMC,proj-27,27,IC,Agency,feasibility,25,4
Title10,,Space,1.0,UFR,funding,,,0.2401,1.0,0.28,0.053782,1.0,1.0,0.8,MASINT,NonKinetic,8,,,,favorable,,,,GovContractor,fail,None,AFLCMC,proj-28,28,Navy,Service HQ,feasibility,25,4
Title50,,EW,1.0,ProgramBase,funding,,,0.2401,1.0,0.4,0.076832,1.0,1.0,0.8,SIGINT,NonKinetic,14,,,,favorable_with_caveats,,,,GovContractor,fail,NG,DEVCOM,proj-30,30,Air Force,CCMD,feasibility,25,4
Title10,,Land,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,SIGINT,Kinetic,11,,,,unfavorable,,,,GovContractor,fail,SAIC,DEVCOM,proj-36,36,Air Force,Service HQ,feasibility,25,4
Title10,,Land,1.0,ProgramBase,funding,,,0.2401,1.0,0.4,0.076832,1.0,1.0,0.8,GEOINT,NonKinetic,15,,,,favorable,,,,Commercial,fail,SAIC,NRL,proj-37,37,Navy,Agency,feasibility,25,3
