authority,contract_org_type,domain,funding_class_penalty,funding_color_weight,funding_source,gate,gate_class_penalty,gate_dependency_mult,gate_domain_mult,gate_evidence_mult,gate_exec_mult,gate_latency_boost,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_sponsor_mult,gate_stage_age,gate_status_mult,gate_support_mult,gate_test_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
Title10,,Missile_Defense,0.0,0.75,ProgramBase,funding,,,1.0,,,1.12,0.4,1.0,0.2625,0.122116,1.0,1.18,6,1.0,0.88,,ISR,NonKinetic,6,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,NRL,0603888C,5,MDA,CCMD,vulnerability_test,12,4
Title10,,EW,0.0,0.75,ProgramBase,funding,,,1.0,,,1.12,0.4,1.0,0.2625,0.122116,1.0,1.18,6,1.0,0.88,,SIGINT,NonKinetic,6,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,DEVCOM,NAVY_BA4_001,13,Navy,CCMD,functional_test,12,4
MFP11,,C2_JADC2,0.0,0.75,Partner,funding,,,1.0,,,1.02,0.536987,1.0,0.196875,0.101795,1.0,1.18,1,1.0,0.8,,ISR,NonKinetic,1,,,,favorable,,,,GovLab,fail,Leidos,NRL,SOCOM_BA5_001,21,SOCOM,POC-User,vulnerability_test,12,3
Title10;Title50,,Sensors,0.0,1.0,UFR,funding,,,1.0,,,1.12,0.4,1.0,0.28,0.130257,1.0,1.18,6,1.0,0.88,,CBRNE,Kinetic,6,,,,favorable,,,,GovContractor,fail,None,DEVCOM,DTRA_BA3_001,23,DTRA,POC-User,prototype_demo,12,3
Title10,,AI_ML,0.0,0.75,POM,funding,,,1.0,,,1.04,0.442225,1.0,0.23625,0.112827,1.0,1.18,2,1.0,0.88,,NA,Kinetic,2,,,,favorable,,,,GovLab,fail,LM,DARPA,DIU_BA3_001,28,DIU,CCMD,functional_test,12,3
Title10,,Strike,0.0,0.75,ProgramBase,funding,,,1.0,,,1.1,0.4,1.0,0.2625,0.119935,1.0,1.18,5,1.0,0.88,,ISR,NonKinetic,5,,,,favorable,,,,Commercial,fail,None,DARPA,ARMY_BA4_002,31,Army,POC-User,functional_test,12,2
Title10,GovLab,EW,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.04,0.441,,0.6,0.275184,,,2,1.0,,,SIGINT,NonKinetic,2,,,,favorable,,,,GovLab,fail,SAIC,NAVWAR,ARMY_BA5_002,32,Army,POC-User,vulnerability_test,12,3
Title10,Commercial,Test_Ranges,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.04,0.567,,0.6,0.353808,,,2,1.0,,,NA,Kinetic,2,,,,favorable_with_caveats,,,,Commercial,fail,NG,AFLCMC,ARMY_BA6_001,33,Army,Agency,operational_test,12,3
Title10,,Sensors,0.0,1.0,ProgramBase,funding,,,1.0,,,1.18,0.4,1.0,0.4,0.19605,1.0,1.18,9,1.0,0.88,,ISR,Kinetic,9,,,,favorable,,,,GovLab,fail,Boeing,DEVCOM,NAVY_BA3_002,35,Navy,Agency,prototype_demo,12,2
Title10,,Air_Dominance,0.0,0.75,POM,funding,,,1.0,,,1.24,0.4,1.0,0.23625,0.12168,1.0,1.18,12,1.0,0.88,,ISR,Kinetic,12,,,,favorable,,,,Commercial,fail,LM,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,functional_test,12,2
Title10,,C2_JADC2,0.0,0.75,POM,funding,,,1.0,,,1.02,0.4,1.0,0.23625,0.100091,1.0,1.18,1,1.0,0.88,,ISR,Kinetic,1,,,,favorable,,,,GovLab,fail,NG,AFLCMC,NAVY_BA5_001,37,Navy,Agency,vulnerability_test,12,2
Title10,GovLab,Air_Dominance,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.08,0.4,,0.6,0.2592,,,4,1.0,,,NA,Kinetic,4,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,DARPA,AF_BA2_002,38,Air Force,POC-User,feasibility,12,4
Title10,,Sensors,0.0,1.0,POM,funding,,,1.0,,,1.18,0.4,1.0,0.36,0.176445,1.0,1.18,9,1.0,0.88,,ISR,Kinetic,9,,,,favorable,,,,GovLab,fail,None,DEVCOM,AF_BA3_002,39,Air Force,Service HQ,prototype_demo,12,2
Title10,,Autonomy_UxS,0.0,1.0,ProgramBase,funding,,,1.0,,,1.1,0.4,1.0,0.4,0.182758,1.0,1.18,5,1.0,0.88,,ISR,Kinetic,5,,,,favorable,,,,GovLab,fail,LM,AFLCMC,OUSD_MOD_001,2,OUSD(R&E),Agency,prototype_demo,13,3
Title10,,Missile_Defense,0.0,0.75,ProgramBase,funding,,,1.0,,,1.14,0.4,1.0,0.2625,0.124296,1.0,1.18,7,1.0,0.88,,ISR,NonKinetic,7,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,NRL,0603888C,5,MDA,CCMD,vulnerability_test,13,4
Title10,GovLab,EW,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.14,0.4,,0.6,0.2736,,,7,1.0,,,SIGINT,NonKinetic,7,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,DEVCOM,NAVY_BA4_001,13,Navy,CCMD,functional_test,13,4
MFP11,,C2_JADC2,0.0,0.75,Partner,funding,,,1.0,,,1.04,0.42525,1.0,0.196875,0.082194,1.0,1.18,2,1.0,0.8,,ISR,NonKinetic,2,,,,favorable,,,,GovLab,fail,Leidos,NRL,SOCOM_BA5_001,21,SOCOM,POC-User,vulnerability_test,13,3
Title10;Title50,,CBRNE,0.0,0.75,ProgramBase,attempt,,,1.0,,,1.04,0.42525,1.0,0.196875,0.082194,1.0,1.18,2,1.0,0.8,,CBRNE,Kinetic,,,,,not_conducted,,,,Commercial,start,Leidos,DARPA,DTRA_BA2_001,22,DTRA,Agency,,13,3
Title10;Title50,,CBRNE,0.0,1.0,ProgramBase,funding,,,1.0,,,1.0,0.49,1.0,0.4,0.203526,1.0,1.18,0,1.0,0.88,,CBRNE,Kinetic,0,,,,favorable,,,,Commercial,fail,Leidos,DARPA,DTRA_BA2_001,22,DTRA,Agency,feasibility,13,3
Title10;Title50,,Sensors,0.0,1.0,UFR,funding,,,1.0,,,1.14,0.4,1.0,0.28,0.132583,1.0,1.18,7,1.0,0.88,,CBRNE,Kinetic,7,,,,favorable,,,,GovContractor,fail,None,DEVCOM,DTRA_BA3_001,23,DTRA,POC-User,prototype_demo,13,3
Title10,,Medical,0.0,1.0,POM,attempt,,,1.0,,,1.14,0.4,1.0,0.28,0.132583,1.0,1.18,7,1.0,0.88,,Medical,Kinetic,,,,,not_conducted,,,,GovContractor,start,LM,DARPA,DHA_BA4_001,27,DHA,Service HQ,,13,3
Title10,,Medical,0.0,0.75,POM,funding,,,1.0,,,1.0,0.49,1.0,0.23625,0.120208,1.0,1.18,0,1.0,0.88,,Medical,Kinetic,0,,,,favorable,,,,GovContractor,fail,LM,DARPA,DHA_BA4_001,27,DHA,Service HQ,functional_test,13,3
Title10,,AI_ML,0.0,0.75,POM,funding,,,1.0,,,1.06,0.4,1.0,0.23625,0.104017,1.0,1.18,3,1.0,0.88,,NA,Kinetic,3,,,,favorable,,,,GovLab,fail,LM,DARPA,DIU_BA3_001,28,DIU,CCMD,functional_test,13,3
Title10,Commercial,Strike,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.12,0.4,,0.6,0.2688,,,6,1.0,,,ISR,NonKinetic,6,,,,favorable,,,,Commercial,fail,None,DARPA,ARMY_BA4_002,31,Army,POC-User,functional_test,13,2
Title10,,EW,,,ProgramBase,test,0.0,1.0,1.0,0.8,,1.06,0.476,1.0,0.53,0.213933,1.0,,3,1.0,,1.0,SIGINT,NonKinetic,3,,,,favorable,favorable,,,GovLab,pass,SAIC,NAVWAR,ARMY_BA5_002,32,Army,POC-User,vulnerability_test,13,4
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.06,0.4,1.0,0.2625,0.115574,1.0,1.18,3,1.0,0.88,,NA,Kinetic,3,,,,favorable_with_caveats,,,,Commercial,fail,NG,AFLCMC,ARMY_BA6_001,33,Army,Agency,operational_test,13,3
Title10,,Sensors,0.0,1.0,ProgramBase,funding,,,1.0,,,1.2,0.4,1.0,0.4,0.199373,1.0,1.18,10,1.0,0.88,,ISR,Kinetic,10,,,,favorable,,,,GovLab,fail,Boeing,DEVCOM,NAVY_BA3_002,35,Navy,Agency,prototype_demo,13,2
Title10,,Air_Dominance,0.0,0.75,POM,funding,,,1.0,,,1.26,0.4,1.0,0.23625,0.123642,1.0,1.18,13,1.0,0.88,,ISR,Kinetic,13,,,,favorable,,,,Commercial,fail,LM,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,functional_test,13,2
Title10,,C2_JADC2,0.0,0.75,POM,funding,,,1.0,,,1.04,0.4,1.0,0.23625,0.102054,1.0,1.18,2,1.0,0.88,,ISR,Kinetic,2,,,,favorable,,,,GovLab,fail,NG,AFLCMC,NAVY_BA5_001,37,Navy,Agency,vulnerability_test,13,2
Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.1,0.4,1.0,0.4,0.182758,1.0,1.18,5,1.0,0.88,,NA,Kinetic,5,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,DARPA,AF_BA2_002,38,Air Force,POC-User,feasibility,13,4
Title10,,Sensors,0.0,1.0,POM,funding,,,1.0,,,1.2,0.4,1.0,0.36,0.179436,1.0,1.18,10,1.0,0.88,,ISR,Kinetic,10,,,,favorable,,,,GovLab,fail,None,DEVCOM,AF_BA3_002,39,Air Force,Service HQ,prototype_demo,13,2
Title10,,Autonomy_UxS,0.0,1.0,ProgramBase,funding,,,1.0,,,1.12,0.4,1.0,0.4,0.186081,1.0,1.18,6,1.0,0.88,,ISR,Kinetic,6,,,,favorable,,,,GovLab,fail,LM,AFLCMC,OUSD_MOD_001,2,OUSD(R&E),Agency,prototype_demo,14,3
Title10,,Missile_Defense,0.0,0.75,ProgramBase,funding,,,1.0,,,1.16,0.4,1.0,0.2625,0.126477,1.0,1.18,8,1.0,0.88,,ISR,NonKinetic,8,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,NRL,0603888C,5,MDA,CCMD,vulnerability_test,14,4
Title10,,C2_JADC2,0.0,0.75,ProgramBase,attempt,,,1.0,,,1.16,0.4,1.0,0.2625,0.126477,1.0,1.18,8,1.0,0.88,,ISR,Kinetic,,,,,not_conducted,,,,GovContractor,start,None,PEO C4I,ARMY_BA5_001,10,Army,Service HQ,,14,4
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.0,0.4,1.0,0.2625,0.109032,1.0,1.18,0,1.0,0.88,,ISR,Kinetic,0,,,,favorable_with_caveats,,,,GovContractor,fail,None,PEO C4I,ARMY_BA5_001,10,Army,Service HQ,vulnerability_test,14,4
Title10,GovLab,EW,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.16,0.4,,0.6,0.2784,,,8,1.0,,,SIGINT,NonKinetic,8,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,DEVCOM,NAVY_BA4_001,13,Navy,CCMD,functional_test,14,4
Title10,GovLab,Autonomy_UxS,,,ProgramBase,attempt,0.0,,1.0,,1.0,1.16,0.4,,0.6,0.2784,,,8,1.0,,,ISR,NonKinetic,,,,,not_conducted,,,,GovLab,start,None,PEO C4I,AF_BA3_001,16,Air Force,Service HQ,,14,3
Title10,,Autonomy_UxS,0.0,1.0,ProgramBase,funding,,,1.0,,,1.0,0.4,1.0,0.4,0.166144,1.0,1.18,0,1.0,0.88,,ISR,NonKinetic,0,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,AF_BA3_001,16,Air Force,Service HQ,prototype_demo,14,3
MFP11,,C2_JADC2,0.0,0.75,Partner,funding,,,1.0,,,1.06,0.4,1.0,0.196875,0.0788,1.0,1.18,3,1.0,0.8,,ISR,NonKinetic,3,,,,favorable,,,,GovLab,fail,Leidos,NRL,SOCOM_BA5_001,21,SOCOM,POC-User,vulnerability_test,14,3
Title10;Title50,,CBRNE,0.0,1.0,ProgramBase,funding,,,1.0,,,1.02,0.442225,1.0,0.4,0.187356,1.0,1.18,1,1.0,0.88,,CBRNE,Kinetic,1,,,,favorable,,,,Commercial,fail,Leidos,DARPA,DTRA_BA2_001,22,DTRA,Agency,feasibility,14,3
Title10;Title50,,Sensors,0.0,1.0,UFR,funding,,,1.0,,,1.16,0.4,1.0,0.28,0.134909,1.0,1.18,8,1.0,0.88,,CBRNE,Kinetic,8,,,,favorable,,,,GovContractor,fail,None,DEVCOM,DTRA_BA3_001,23,DTRA,POC-User,prototype_demo,14,3
Title10,,Medical,0.0,0.75,POM,funding,,,1.0,,,1.02,0.442225,1.0,0.23625,0.110657,1.0,1.18,1,1.0,0.88,,Medical,Kinetic,1,,,,favorable,,,,GovContractor,fail,LM,DARPA,DHA_BA4_001,27,DHA,Service HQ,functional_test,14,3
Title10,,AI_ML,0.0,0.75,POM,funding,,,1.0,,,1.08,0.4,1.0,0.23625,0.105979,1.0,1.18,4,1.0,0.88,,NA,Kinetic,4,,,,favorable,,,,GovLab,fail,LM,DARPA,DIU_BA3_001,28,DIU,CCMD,functional_test,14,3
Title10,Commercial,Strike,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.14,0.4,,0.6,0.2736,,,7,1.0,,,ISR,NonKinetic,7,,,,favorable,,,,Commercial,fail,None,DARPA,ARMY_BA4_002,31,Army,POC-User,functional_test,14,2
Title10,,EW,0.0,0.75,ProgramBase,funding,,,1.0,,,1.02,0.4,1.0,0.2625,0.111213,1.0,1.18,1,1.0,0.88,,SIGINT,NonKinetic,1,,,,favorable,,,,GovLab,fail,SAIC,NAVWAR,ARMY_BA5_002,32,Army,POC-User,operational_test,14,4
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.08,0.4,1.0,0.2625,0.117755,1.0,1.18,4,1.0,0.88,,NA,Kinetic,4,,,,favorable_with_caveats,,,,Commercial,fail,NG,AFLCMC,ARMY_BA6_001,33,Army,Agency,operational_test,14,3
Title10,GovLab,Sensors,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.22,0.4,,0.6,0.2928,,,11,1.0,,,ISR,Kinetic,11,,,,favorable,,,,GovLab,fail,Boeing,DEVCOM,NAVY_BA3_002,35,Navy,Agency,prototype_demo,14,2
Title10,,Air_Dominance,0.0,0.75,POM,funding,,,1.0,,,1.28,0.4,1.0,0.23625,0.125605,1.0,1.18,14,1.0,0.88,,ISR,Kinetic,14,,,,favorable,,,,Commercial,fail,LM,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,functional_test,14,2
Title10,,C2_JADC2,0.0,0.75,POM,funding,,,1.0,,,1.06,0.4,1.0,0.23625,0.104017,1.0,1.18,3,1.0,0.88,,ISR,Kinetic,3,,,,favorable,,,,GovLab,fail,NG,AFLCMC,NAVY_BA5_001,37,Navy,Agency,vulnerability_test,14,2
Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.12,0.4,1.0,0.4,0.186081,1.0,1.18,6,1.0,0.88,,NA,Kinetic,6,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,DARPA,AF_BA2_002,38,Air Force,POC-User,feasibility,14,4
Title10,,Sensors,0.0,1.0,POM,funding,,,1.0,,,1.22,0.4,1.0,0.36,0.182426,1.0,1.18,11,1.0,0.88,,ISR,Kinetic,11,,,,favorable,,,,GovLab,fail,None,DEVCOM,AF_BA3_002,39,Air Force,Service HQ,prototype_demo,14,2
Title10,,Autonomy_UxS,0.0,1.0,ProgramBase,funding,,,1.0,,,1.14,0.4,1.0,0.4,0.189404,1.0,1.18,7,1.0,0.88,,ISR,Kinetic,7,,,,favorable,,,,GovLab,fail,LM,AFLCMC,OUSD_MOD_001,2,OUSD(R&E),Agency,prototype_demo,15,3
Title10,,Missile_Defense,0.0,0.75,ProgramBase,funding,,,1.0,,,1.18,0.4,1.0,0.2625,0.128658,1.0,1.18,9,1.0,0.88,,ISR,NonKinetic,9,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,NRL,0603888C,5,MDA,CCMD,vulnerability_test,15,4
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.02,0.4,1.0,0.2625,0.111213,1.0,1.18,1,1.0,0.88,,ISR,Kinetic,1,,,,favorable_with_caveats,,,,GovContractor,fail,None,PEO C4I,ARMY_BA5_001,10,Army,Service HQ,vulnerability_test,15,4
Title10,,EW,0.0,0.75,ProgramBase,funding,,,1.0,,,1.18,0.4,1.0,0.2625,0.128658,1.0,1.18,9,1.0,0.88,,SIGINT,NonKinetic,9,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,DEVCOM,NAVY_BA4_001,13,Navy,CCMD,functional_test,15,4
Title10,,Autonomy_UxS,0.0,1.0,ProgramBase,funding,,,1.0,,,1.02,0.4,1.0,0.4,0.169467,1.0,1.18,1,1.0,0.88,,ISR,NonKinetic,1,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,AF_BA3_001,16,Air Force,Service HQ,prototype_demo,15,3
MFP11,,C2_JADC2,0.0,0.75,Partner,funding,,,1.0,,,1.08,0.4,1.0,0.196875,0.080287,1.0,1.18,4,1.0,0.8,,ISR,NonKinetic,4,,,,favorable,,,,GovLab,fail,Leidos,NRL,SOCOM_BA5_001,21,SOCOM,POC-User,vulnerability_test,15,3
Title10;Title50,,CBRNE,0.0,1.0,ProgramBase,funding,,,1.0,,,1.04,0.4,1.0,0.4,0.17279,1.0,1.18,2,1.0,0.88,,CBRNE,Kinetic,2,,,,favorable,,,,Commercial,fail,Leidos,DARPA,DTRA_BA2_001,22,DTRA,Agency,feasibility,15,3
Title10;Title50,GovContractor,Sensors,,,UFR,contracting,0.0,,1.0,,1.0,1.18,0.4,,0.65,0.3068,,,9,1.0,,,CBRNE,Kinetic,9,,,,favorable,,,,GovContractor,fail,None,DEVCOM,DTRA_BA3_001,23,DTRA,POC-User,prototype_demo,15,3
Title10,,Medical,0.0,0.75,POM,funding,,,1.0,,,1.04,0.4,1.0,0.23625,0.102054,1.0,1.18,2,1.0,0.88,,Medical,Kinetic,2,,,,favorable,,,,GovContractor,fail,LM,DARPA,DHA_BA4_001,27,DHA,Service HQ,functional_test,15,3
Title10,,AI_ML,0.0,0.75,POM,funding,,,1.0,,,1.1,0.4,1.0,0.23625,0.107942,1.0,1.18,5,1.0,0.88,,NA,Kinetic,5,,,,favorable,,,,GovLab,fail,LM,DARPA,DIU_BA3_001,28,DIU,CCMD,functional_test,15,3
Title10,,Strike,0.0,0.75,ProgramBase,funding,,,1.0,,,1.16,0.4,1.0,0.2625,0.126477,1.0,1.18,8,1.0,0.88,,ISR,NonKinetic,8,,,,favorable,,,,Commercial,fail,None,DARPA,ARMY_BA4_002,31,Army,POC-User,functional_test,15,2
Title10,,EW,0.0,0.75,ProgramBase,funding,,,1.0,,,1.04,0.4,1.0,0.2625,0.113393,1.0,1.18,2,1.0,0.88,,SIGINT,NonKinetic,2,,,,favorable,,,,GovLab,fail,SAIC,NAVWAR,ARMY_BA5_002,32,Army,POC-User,operational_test,15,4
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.1,0.4,1.0,0.2625,0.119935,1.0,1.18,5,1.0,0.88,,NA,Kinetic,5,,,,favorable_with_caveats,,,,Commercial,fail,NG,AFLCMC,ARMY_BA6_001,33,Army,Agency,operational_test,15,3
Title10,,Sensors,0.0,1.0,ProgramBase,funding,,,1.0,,,1.24,0.4,1.0,0.4,0.206019,1.0,1.18,12,1.0,0.88,,ISR,Kinetic,12,,,,favorable,,,,GovLab,fail,Boeing,DEVCOM,NAVY_BA3_002,35,Navy,Agency,prototype_demo,15,2
Title10,,Air_Dominance,,,POM,test,0.0,1.0,1.0,0.775,,1.3,0.4,1.0,0.58,0.23374,1.0,,15,1.0,,1.0,ISR,Kinetic,15,,,,favorable,favorable,,,Commercial,fail,LM,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,functional_test,15,2
Title10,,C2_JADC2,0.0,0.75,POM,funding,,,1.0,,,1.08,0.4,1.0,0.23625,0.105979,1.0,1.18,4,1.0,0.88,,ISR,Kinetic,4,,,,favorable,,,,GovLab,fail,NG,AFLCMC,NAVY_BA5_001,37,Navy,Agency,vulnerability_test,15,2
Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.14,0.4,1.0,0.4,0.189404,1.0,1.18,7,1.0,0.88,,NA,Kinetic,7,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,DARPA,AF_BA2_002,38,Air Force,POC-User,feasibility,15,4
Title10,,Sensors,0.0,1.0,POM,funding,,,1.0,,,1.24,0.4,1.0,0.36,0.185417,1.0,1.18,12,1.0,0.88,,ISR,Kinetic,12,,,,favorable,,,,GovLab,fail,None,DEVCOM,AF_BA3_002,39,Air Force,Service HQ,prototype_demo,15,2
Title10,,Autonomy_UxS,0.0,1.0,ProgramBase,funding,,,1.0,,,1.16,0.4,1.0,0.4,0.192727,1.0,1.18,8,1.0,0.88,,ISR,Kinetic,8,,,,favorable,,,,GovLab,fail,LM,AFLCMC,OUSD_MOD_001,2,OUSD(R&E),Agency,prototype_demo,16,3
Title10,,Missile_Defense,0.0,0.75,ProgramBase,funding,,,1.0,,,1.2,0.4,1.0,0.2625,0.130838,1.0,1.18,10,1.0,0.88,,ISR,NonKinetic,10,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,NRL,0603888C,5,MDA,CCMD,vulnerability_test,16,4
Title10,,Sensors,0.0,0.75,ProgramBase,attempt,,,1.0,,,1.2,0.4,1.0,0.2625,0.130838,1.0,1.18,10,1.0,0.88,,ISR,NonKinetic,,,,,not_conducted,,,,GovContractor,start,LM,AFLCMC,MDA_HYP_001,6,MDA,CCMD,,16,3
Title10,,Sensors,0.0,1.0,ProgramBase,funding,,,1.0,,,1.0,0.4,1.0,0.4,0.166144,1.0,1.18,0,1.0,0.88,,ISR,NonKinetic,0,,,,favorable_with_caveats,,,,GovContractor,fail,LM,AFLCMC,MDA_HYP_001,6,MDA,CCMD,prototype_demo,16,3
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.04,0.4,1.0,0.2625,0.113393,1.0,1.18,2,1.0,0.88,,ISR,Kinetic,2,,,,favorable_with_caveats,,,,GovContractor,fail,None,PEO C4I,ARMY_BA5_001,10,Army,Service HQ,vulnerability_test,16,4
Title10,,EW,0.0,0.75,ProgramBase,funding,,,1.0,,,1.2,0.4,1.0,0.2625,0.130838,1.0,1.18,10,1.0,0.88,,SIGINT,NonKinetic,10,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,DEVCOM,NAVY_BA4_001,13,Navy,CCMD,functional_test,16,4
Title10,,Test_Ranges,0.0,0.75,ProgramBase,attempt,,,1.0,,,1.2,0.4,1.0,0.2625,0.130838,1.0,1.18,10,1.0,0.88,,NA,Kinetic,,,,,not_conducted,,,,GovLab,start,NG,PEO C4I,NAVY_BA6_001,14,Navy,Agency,,16,4
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.0,0.4,1.0,0.2625,0.109032,1.0,1.18,0,1.0,0.88,,NA,Kinetic,0,,,,favorable,,,,GovLab,fail,NG,PEO C4I,NAVY_BA6_001,14,Navy,Agency,operational_test,16,4
Title10,,Autonomy_UxS,,,ProgramBase,test,0.0,1.0,1.0,0.725,,1.04,0.504,1.0,0.65,0.24701,1.0,,2,1.0,,1.0,ISR,NonKinetic,2,,,,favorable_with_caveats,favorable_with_caveats,,,GovLab,fail,None,PEO C4I,AF_BA3_001,16,Air Force,Service HQ,prototype_demo,16,3
MFP11,,C2_JADC2,,,Partner,test,0.0,1.0,1.0,0.8,,1.1,0.4,1.0,0.58,0.20416,1.0,,5,1.0,,1.0,ISR,NonKinetic,5,,,,favorable,favorable,,,GovLab,fail,Leidos,NRL,SOCOM_BA5_001,21,SOCOM,POC-User,vulnerability_test,16,3
Title10;Title50,,CBRNE,0.0,1.0,ProgramBase,funding,,,1.0,,,1.06,0.4,1.0,0.4,0.176113,1.0,1.18,3,1.0,0.88,,CBRNE,Kinetic,3,,,,favorable,,,,Commercial,fail,Leidos,DARPA,DTRA_BA2_001,22,DTRA,Agency,feasibility,16,3
Title10;Title50,,Sensors,0.0,1.0,UFR,funding,,,1.0,,,1.2,0.4,1.0,0.28,0.139561,1.0,1.18,10,1.0,0.88,,CBRNE,Kinetic,10,,,,favorable,,,,GovContractor,fail,None,DEVCOM,DTRA_BA3_001,23,DTRA,POC-User,prototype_demo,16,3
Title10,,Medical,0.0,1.0,POM,attempt,,,1.0,,,1.2,0.4,1.0,0.28,0.139561,1.0,1.18,10,1.0,0.88,,Medical,Kinetic,,,,,not_conducted,,,,GovLab,start,Boeing,DEVCOM,DHA_BA2_001,26,DHA,Service HQ,,16,3
Title10,,Medical,0.0,1.0,POM,funding,,,1.0,,,1.0,0.4165,1.0,0.36,0.155698,1.0,1.18,0,1.0,0.88,,Medical,Kinetic,0,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,DEVCOM,DHA_BA2_001,26,DHA,Service HQ,feasibility,16,3
Title10,,Medical,0.0,0.75,POM,funding,,,1.0,,,1.06,0.4,1.0,0.23625,0.104017,1.0,1.18,3,1.0,0.88,,Medical,Kinetic,3,,,,favorable,,,,GovContractor,fail,LM,DARPA,DHA_BA4_001,27,DHA,Service HQ,functional_test,16,3
Title10,,AI_ML,0.0,0.75,POM,funding,,,1.0,,,1.12,0.4,1.0,0.23625,0.109904,1.0,1.18,6,1.0,0.88,,NA,Kinetic,6,,,,favorable,,,,GovLab,fail,LM,DARPA,DIU_BA3_001,28,DIU,CCMD,functional_test,16,3
Title10,,Strike,0.0,0.75,ProgramBase,funding,,,1.0,,,1.18,0.4,1.0,0.2625,0.128658,1.0,1.18,9,1.0,0.88,,ISR,NonKinetic,9,,,,favorable,,,,Commercial,fail,None,DARPA,ARMY_BA4_002,31,Army,POC-User,functional_test,16,2
Title10,,EW,0.0,0.75,ProgramBase,funding,,,1.0,,,1.06,0.4,1.0,0.2625,0.115574,1.0,1.18,3,1.0,0.88,,SIGINT,NonKinetic,3,,,,favorable,,,,GovLab,fail,SAIC,NAVWAR,ARMY_BA5_002,32,Army,POC-User,operational_test,16,4
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.12,0.4,1.0,0.2625,0.122116,1.0,1.18,6,1.0,0.88,,NA,Kinetic,6,,,,favorable_with_caveats,,,,Commercial,fail,NG,AFLCMC,ARMY_BA6_001,33,Army,Agency,operational_test,16,3
Title10,,Sensors,,,ProgramBase,test,0.0,1.0,1.0,0.725,,1.26,0.4,1.0,0.63,0.230202,1.0,,13,1.0,,1.0,ISR,Kinetic,13,,,,favorable,favorable,,,GovLab,fail,Boeing,DEVCOM,NAVY_BA3_002,35,Navy,Agency,prototype_demo,16,2
Title10,,Air_Dominance,0.0,0.75,POM,funding,,,1.0,,,1.32,0.4,1.0,0.23625,0.12953,1.0,1.18,16,1.0,0.88,,ISR,Kinetic,16,,,,favorable,,,,Commercial,fail,LM,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,functional_test,16,2
Title10,,C2_JADC2,0.0,0.75,POM,funding,,,1.0,,,1.1,0.4,1.0,0.23625,0.107942,1.0,1.18,5,1.0,0.88,,ISR,Kinetic,5,,,,favorable,,,,GovLab,fail,NG,AFLCMC,NAVY_BA5_001,37,Navy,Agency,vulnerability_test,16,2
