authority,contract_org_type,domain,funding_class_penalty,funding_color_weight,funding_source,gate,gate_class_penalty,gate_dependency_mult,gate_domain_mult,gate_evidence_mult,gate_exec_mult,gate_latency_boost,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_sponsor_mult,gate_stage_age,gate_status_mult,gate_support_mult,gate_test_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
Title10,,Autonomy_UxS,0.0,1.0,External,funding,,,1.0,,,1.22,0.4,1.0,0.32,0.162157,1.0,1.18,11,1.0,0.88,,ISR,Kinetic,11,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,17,2
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.06,0.4,1.0,0.2625,0.115574,1.0,1.18,3,1.0,0.88,,ISR,NonKinetic,3,,,,favorable,,,,GovLab,fail,NG,NAVWAR,AF_BA5_001,18,Air Force,CCMD,vulnerability_test,17,2
MFP11,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.28,0.4,1.0,0.23625,0.114186,1.0,1.18,14,1.0,0.8,,MultiINT,NonKinetic,14,,,,favorable,,,,GovContractor,fail,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,17,4
Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.18,0.4,1.0,0.36,0.176445,1.0,1.18,9,1.0,0.88,,CBRNE,NonKinetic,9,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,17,3
Title10;Title50,,Biotechnology,0.0,1.0,POM,funding,,,1.0,,,1.26,0.4,1.0,0.36,0.188407,1.0,1.18,13,1.0,0.88,,CBRNE,Kinetic,13,,,,favorable,,,,GovContractor,fail,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,prototype_demo,17,4
Title10,Commercial,Medical,,,POM,contracting,0.0,,1.0,,1.0,1.06,0.50575,,0.6,0.321657,,,3,1.0,,,Medical,Kinetic,3,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,DHA_BA2_001,26,DHA,CCMD,feasibility,17,4
MIP,,ISR,0.0,1.0,External,funding,,,1.0,,,1.32,0.4,1.0,0.32,0.159498,1.0,1.18,16,1.0,0.8,,MultiINT,Kinetic,16,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,17,2
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.26,0.4,1.0,0.2625,0.13738,1.0,1.18,13,1.0,0.88,,NA,Kinetic,13,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,17,2
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.24,0.4,1.0,0.2625,0.1352,1.0,1.18,12,1.0,0.88,,ISR,NonKinetic,12,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,functional_test,17,4
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.32,0.4,1.0,0.34,0.186414,1.0,1.18,16,1.0,0.88,,ISR,NonKinetic,16,,,,unfavorable,,,,Commercial,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Agency,prototype_demo,17,3
Title10,,Microelectronics,0.0,1.0,External,funding,,,1.0,,,1.3,0.4,1.0,0.32,0.17279,1.0,1.18,15,1.0,0.88,,NA,Kinetic,15,,,,favorable,,,,GovLab,fail,LM,DARPA,0602702E,0,DARPA,POC-User,feasibility,18,4
Title10,GovLab,Foundational_Science,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.18,0.4,,0.6,0.2832,,,9,1.0,,,NA,NonKinetic,9,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,OUSD_SCI_001,3,OUSD(R&E),CCMD,feasibility,18,3
Title10,GovLab,Strike,,,Partner,attempt,0.0,,1.0,,1.0,1.18,0.4,,0.6,0.2832,,,9,1.0,,,ISR,NonKinetic,,,,,not_conducted,,,,GovContractor,start,SAIC,DARPA,0603892C,4,MDA,Agency,,18,3
Title10,,Strike,0.0,0.75,Partner,funding,,,1.0,,,1.0,0.7,1.0,0.196875,0.143104,1.0,1.18,0,1.0,0.88,,ISR,NonKinetic,0,,,,favorable,,,,GovContractor,fail,SAIC,DARPA,0603892C,4,MDA,Agency,functional_test,18,3
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.2,0.4,1.0,0.34,0.169467,1.0,1.18,10,1.0,0.88,,ISR,NonKinetic,10,,,,favorable,,,,GovLab,fail,LM,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,18,4
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.04,0.4,1.0,0.4,0.17279,1.0,1.18,2,1.0,0.88,,NA,NonKinetic,2,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,ARMY_BA2_001,7,Army,Service HQ,feasibility,18,3
Title10,,Land_Warfare,0.0,1.0,ProgramBase,funding,,,1.0,,,1.24,0.4,1.0,0.4,0.206019,1.0,1.18,12,1.0,0.88,,ISR,NonKinetic,12,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,ARMY_BA3_001,8,Army,Agency,prototype_demo,18,4
Title10,Commercial,Air_Dominance,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.18,0.4,,0.6,0.2832,,,9,1.0,,,ISR,NonKinetic,9,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,PEO C4I,ARMY_BA4_001,9,Army,Service HQ,functional_test,18,4
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.36,0.4,1.0,0.2625,0.148284,1.0,1.18,18,1.0,0.88,,ISR,NonKinetic,18,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,ARMY_BA5_001,10,Army,Service HQ,vulnerability_test,18,2
Title10,,Maritime_Warfare,0.0,1.0,External,funding,,,1.0,,,1.24,0.4,1.0,0.32,0.164815,1.0,1.18,12,1.0,0.88,,NA,Kinetic,12,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA2_001,11,Navy,POC-User,feasibility,18,2
Title10,,Autonomy_UxS,0.0,1.0,External,funding,,,1.0,,,1.24,0.4,1.0,0.32,0.164815,1.0,1.18,12,1.0,0.88,,ISR,Kinetic,12,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,18,2
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.08,0.4,1.0,0.2625,0.117755,1.0,1.18,4,1.0,0.88,,ISR,NonKinetic,4,,,,favorable,,,,GovLab,fail,NG,NAVWAR,AF_BA5_001,18,Air Force,CCMD,vulnerability_test,18,2
MFP11,GovContractor,ISR,,,POM,contracting,0.0,,1.0,,1.0,1.3,0.4,,0.65,0.338,,,15,1.0,,,MultiINT,NonKinetic,15,,,,favorable,,,,GovContractor,fail,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,18,4
Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.2,0.4,1.0,0.36,0.179436,1.0,1.18,10,1.0,0.88,,CBRNE,NonKinetic,10,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,18,3
Title10;Title50,,Biotechnology,0.0,1.0,POM,funding,,,1.0,,,1.28,0.4,1.0,0.36,0.191398,1.0,1.18,14,1.0,0.88,,CBRNE,Kinetic,14,,,,favorable,,,,GovContractor,fail,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,prototype_demo,18,4
Title10,,Medical,0.0,1.0,POM,funding,,,1.0,,,1.08,0.4,1.0,0.36,0.161492,1.0,1.18,4,1.0,0.88,,Medical,Kinetic,4,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,DHA_BA2_001,26,DHA,CCMD,feasibility,18,4
MIP,,ISR,0.0,1.0,External,funding,,,1.0,,,1.34,0.4,1.0,0.32,0.161915,1.0,1.18,17,1.0,0.8,,MultiINT,Kinetic,17,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,18,2
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.28,0.4,1.0,0.2625,0.139561,1.0,1.18,14,1.0,0.88,,NA,Kinetic,14,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,18,2
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.26,0.4,1.0,0.2625,0.13738,1.0,1.18,13,1.0,0.88,,ISR,NonKinetic,13,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,functional_test,18,4
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.34,0.4,1.0,0.34,0.189238,1.0,1.18,17,1.0,0.88,,ISR,NonKinetic,17,,,,unfavorable,,,,Commercial,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Agency,prototype_demo,18,3
Title10,,Microelectronics,0.0,1.0,External,funding,,,1.0,,,1.32,0.4,1.0,0.32,0.175448,1.0,1.18,16,1.0,0.88,,NA,Kinetic,16,,,,favorable,,,,GovLab,fail,LM,DARPA,0602702E,0,DARPA,POC-User,feasibility,19,4
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.2,0.4,1.0,0.4,0.199373,1.0,1.18,10,1.0,0.88,,NA,NonKinetic,10,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,OUSD_SCI_001,3,OUSD(R&E),CCMD,feasibility,19,3
Title10,,Strike,0.0,0.75,Partner,funding,,,1.0,,,1.02,0.600162,1.0,0.196875,0.125148,1.0,1.18,1,1.0,0.88,,ISR,NonKinetic,1,,,,favorable,,,,GovContractor,fail,SAIC,DARPA,0603892C,4,MDA,Agency,functional_test,19,3
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.22,0.4,1.0,0.34,0.172291,1.0,1.18,11,1.0,0.88,,ISR,NonKinetic,11,,,,favorable,,,,GovLab,fail,LM,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,19,4
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.06,0.4,1.0,0.4,0.176113,1.0,1.18,3,1.0,0.88,,NA,NonKinetic,3,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,ARMY_BA2_001,7,Army,Service HQ,feasibility,19,3
Title10,,Land_Warfare,0.0,1.0,ProgramBase,funding,,,1.0,,,1.26,0.4,1.0,0.4,0.209341,1.0,1.18,13,1.0,0.88,,ISR,NonKinetic,13,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,ARMY_BA3_001,8,Army,Agency,prototype_demo,19,4
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.2,0.4,1.0,0.2625,0.130838,1.0,1.18,10,1.0,0.88,,ISR,NonKinetic,10,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,PEO C4I,ARMY_BA4_001,9,Army,Service HQ,functional_test,19,4
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.38,0.4,1.0,0.2625,0.150464,1.0,1.18,19,1.0,0.88,,ISR,NonKinetic,19,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,ARMY_BA5_001,10,Army,Service HQ,vulnerability_test,19,2
Title10,,Maritime_Warfare,0.0,1.0,External,funding,,,1.0,,,1.26,0.4,1.0,0.32,0.167473,1.0,1.18,13,1.0,0.88,,NA,Kinetic,13,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA2_001,11,Navy,POC-User,feasibility,19,2
Title10,,Autonomy_UxS,0.0,1.0,External,funding,,,1.0,,,1.26,0.4,1.0,0.32,0.167473,1.0,1.18,13,1.0,0.88,,ISR,Kinetic,13,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,19,2
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.1,0.4,1.0,0.2625,0.119935,1.0,1.18,5,1.0,0.88,,ISR,NonKinetic,5,,,,favorable,,,,GovLab,fail,NG,NAVWAR,AF_BA5_001,18,Air Force,CCMD,vulnerability_test,19,2
MFP11,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.32,0.4,1.0,0.23625,0.117755,1.0,1.18,16,1.0,0.8,,MultiINT,NonKinetic,16,,,,favorable,,,,GovContractor,fail,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,19,4
MFP11,,C2_JADC2,0.0,0.75,ProgramBase,attempt,,,1.0,,,1.32,0.4,1.0,0.23625,0.117755,1.0,1.18,16,1.0,0.8,,ISR,Kinetic,,,,,not_conducted,,,,Commercial,start,Boeing,NAVWAR,SOCOM_BA5_001,21,SOCOM,Agency,,19,4
MFP11,,C2_JADC2,,,ProgramBase,legal,,,,,,,,,,,,,,,,,ISR,Kinetic,0,0.455438,0.299375,0.50125,unfavorable,,1.0,0.195188,Commercial,unfavorable,Boeing,NAVWAR,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,19,4
Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.22,0.4,1.0,0.36,0.182426,1.0,1.18,11,1.0,0.88,,CBRNE,NonKinetic,11,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,19,3
Title10;Title50,,Biotechnology,0.0,1.0,POM,funding,,,1.0,,,1.3,0.4,1.0,0.36,0.194388,1.0,1.18,15,1.0,0.88,,CBRNE,Kinetic,15,,,,favorable,,,,GovContractor,fail,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,prototype_demo,19,4
Title10,Commercial,Medical,,,POM,contracting,0.0,,1.0,,1.0,1.1,0.4,,0.6,0.264,,,5,1.0,,,Medical,Kinetic,5,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,DHA_BA2_001,26,DHA,CCMD,feasibility,19,4
MIP,,ISR,0.0,1.0,External,funding,,,1.0,,,1.36,0.4,1.0,0.32,0.164332,1.0,1.18,18,1.0,0.8,,MultiINT,Kinetic,18,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,19,2
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.3,0.4,1.0,0.2625,0.141742,1.0,1.18,15,1.0,0.88,,NA,Kinetic,15,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,19,2
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.28,0.4,1.0,0.2625,0.139561,1.0,1.18,14,1.0,0.88,,ISR,NonKinetic,14,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,functional_test,19,4
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.36,0.4,1.0,0.34,0.192062,1.0,1.18,18,1.0,0.88,,ISR,NonKinetic,18,,,,unfavorable,,,,Commercial,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Agency,prototype_demo,19,3
Title10,GovLab,Microelectronics,,,External,contracting,0.0,,1.0,,1.0,1.34,0.4,,0.6,0.3216,,,17,1.0,,,NA,Kinetic,17,,,,favorable,,,,GovLab,fail,LM,DARPA,0602702E,0,DARPA,POC-User,feasibility,20,4
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.22,0.4,1.0,0.4,0.202696,1.0,1.18,11,1.0,0.88,,NA,NonKinetic,11,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,OUSD_SCI_001,3,OUSD(R&E),CCMD,feasibility,20,3
Title10,,Strike,0.0,0.75,Partner,funding,,,1.0,,,1.04,0.5103,1.0,0.196875,0.108496,1.0,1.18,2,1.0,0.88,,ISR,NonKinetic,2,,,,favorable,,,,GovContractor,fail,SAIC,DARPA,0603892C,4,MDA,Agency,functional_test,20,3
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.24,0.4,1.0,0.34,0.175116,1.0,1.18,12,1.0,0.88,,ISR,NonKinetic,12,,,,favorable,,,,GovLab,fail,LM,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,20,4
Title10,Commercial,Foundational_Science,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.08,0.4,,0.6,0.2592,,,4,1.0,,,NA,NonKinetic,4,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,ARMY_BA2_001,7,Army,Service HQ,feasibility,20,3
Title10,,Land_Warfare,0.0,1.0,ProgramBase,funding,,,1.0,,,1.28,0.4,1.0,0.4,0.212664,1.0,1.18,14,1.0,0.88,,ISR,NonKinetic,14,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,ARMY_BA3_001,8,Army,Agency,prototype_demo,20,4
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.22,0.4,1.0,0.2625,0.133019,1.0,1.18,11,1.0,0.88,,ISR,NonKinetic,11,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,PEO C4I,ARMY_BA4_001,9,Army,Service HQ,functional_test,20,4
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.4,0.4,1.0,0.2625,0.152645,1.0,1.18,20,1.0,0.88,,ISR,NonKinetic,20,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,ARMY_BA5_001,10,Army,Service HQ,vulnerability_test,20,2
Title10,,Maritime_Warfare,0.0,1.0,External,funding,,,1.0,,,1.28,0.4,1.0,0.32,0.170131,1.0,1.18,14,1.0,0.88,,NA,Kinetic,14,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA2_001,11,Navy,POC-User,feasibility,20,2
Title10,,Autonomy_UxS,0.0,1.0,External,funding,,,1.0,,,1.28,0.4,1.0,0.32,0.170131,1.0,1.18,14,1.0,0.88,,ISR,Kinetic,14,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,20,2
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.12,0.4,1.0,0.2625,0.122116,1.0,1.18,6,1.0,0.88,,ISR,NonKinetic,6,,,,favorable,,,,GovLab,fail,NG,NAVWAR,AF_BA5_001,18,Air Force,CCMD,vulnerability_test,20,2
MFP11,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.34,0.4,1.0,0.23625,0.119539,1.0,1.18,17,1.0,0.8,,MultiINT,NonKinetic,17,,,,favorable,,,,GovContractor,fail,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,20,4
Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.24,0.4,1.0,0.36,0.185417,1.0,1.18,12,1.0,0.88,,CBRNE,NonKinetic,12,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,20,3
Title10;Title50,,Biotechnology,0.0,1.0,POM,funding,,,1.0,,,1.32,0.4,1.0,0.36,0.197379,1.0,1.18,16,1.0,0.88,,CBRNE,Kinetic,16,,,,favorable,,,,GovContractor,fail,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,prototype_demo,20,4
Title10,,Medical,0.0,1.0,POM,funding,,,1.0,,,1.12,0.4,1.0,0.36,0.167473,1.0,1.18,6,1.0,0.88,,Medical,Kinetic,6,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,DHA_BA2_001,26,DHA,CCMD,feasibility,20,4
Title10,,AI_ML,0.0,1.0,ProgramBase,attempt,,,1.0,,,1.12,0.4,1.0,0.36,0.167473,1.0,1.18,6,1.0,0.88,,NA,Kinetic,,,,,not_conducted,,,,GovContractor,start,LM,DEVCOM,DIU_BA3_001,28,DIU,CCMD,,20,2
Title10,,AI_ML,,,ProgramBase,legal,,,,,,,,,,,,,,,,,NA,Kinetic,0,0.434,0.33,0.44,unfavorable,,1.0,0.186,GovContractor,unfavorable,LM,DEVCOM,DIU_BA3_001,28,DIU,CCMD,prototype_demo,20,2
MIP,,ISR,0.0,1.0,External,funding,,,1.0,,,1.38,0.4,1.0,0.32,0.166748,1.0,1.18,19,1.0,0.8,,MultiINT,Kinetic,19,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,20,2
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.32,0.4,1.0,0.2625,0.143922,1.0,1.18,16,1.0,0.88,,NA,Kinetic,16,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,20,2
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.3,0.4,1.0,0.2625,0.141742,1.0,1.18,15,1.0,0.88,,ISR,NonKinetic,15,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,functional_test,20,4
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.38,0.4,1.0,0.34,0.194887,1.0,1.18,19,1.0,0.88,,ISR,NonKinetic,19,,,,unfavorable,,,,Commercial,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Agency,prototype_demo,20,3
Title10,,Microelectronics,0.0,1.0,External,funding,,,1.0,,,1.36,0.4,1.0,0.32,0.180765,1.0,1.18,18,1.0,0.88,,NA,Kinetic,18,,,,favorable,,,,GovLab,fail,LM,DARPA,0602702E,0,DARPA,POC-User,feasibility,21,4
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.24,0.4,1.0,0.4,0.206019,1.0,1.18,12,1.0,0.88,,NA,NonKinetic,12,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,OUSD_SCI_001,3,OUSD(R&E),CCMD,feasibility,21,3
Title10,,Strike,,,Partner,test,0.0,1.0,1.0,0.775,,1.06,0.50575,1.0,0.63,0.261748,1.0,,3,1.0,,1.0,ISR,NonKinetic,3,,,,favorable,favorable,,,GovContractor,fail,SAIC,DARPA,0603892C,4,MDA,Agency,functional_test,21,3
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.26,0.4,1.0,0.34,0.17794,1.0,1.18,13,1.0,0.88,,ISR,NonKinetic,13,,,,favorable,,,,GovLab,fail,LM,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,21,4
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.1,0.4,1.0,0.4,0.182758,1.0,1.18,5,1.0,0.88,,NA,NonKinetic,5,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,ARMY_BA2_001,7,Army,Service HQ,feasibility,21,3
Title10,GovContractor,Land_Warfare,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.3,0.4,,0.65,0.338,,,15,1.0,,,ISR,NonKinetic,15,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,ARMY_BA3_001,8,Army,Agency,prototype_demo,21,4
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.24,0.4,1.0,0.2625,0.1352,1.0,1.18,12,1.0,0.88,,ISR,NonKinetic,12,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,PEO C4I,ARMY_BA4_001,9,Army,Service HQ,functional_test,21,4
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.42,0.4,1.0,0.2625,0.154825,1.0,1.18,21,1.0,0.88,,ISR,NonKinetic,21,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,ARMY_BA5_001,10,Army,Service HQ,vulnerability_test,21,2
Title10,,Maritime_Warfare,0.0,1.0,External,funding,,,1.0,,,1.3,0.4,1.0,0.32,0.17279,1.0,1.18,15,1.0,0.88,,NA,Kinetic,15,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA2_001,11,Navy,POC-User,feasibility,21,2
Title10,,Autonomy_UxS,0.0,1.0,External,funding,,,1.0,,,1.3,0.4,1.0,0.32,0.17279,1.0,1.18,15,1.0,0.88,,ISR,Kinetic,15,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,21,2
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.14,0.4,1.0,0.2625,0.124296,1.0,1.18,7,1.0,0.88,,ISR,NonKinetic,7,,,,favorable,,,,GovLab,fail,NG,NAVWAR,AF_BA5_001,18,Air Force,CCMD,vulnerability_test,21,2
MFP11,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.36,0.4,1.0,0.23625,0.121323,1.0,1.18,18,1.0,0.8,,MultiINT,NonKinetic,18,,,,favorable,,,,GovContractor,fail,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,21,4
Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.26,0.4,1.0,0.36,0.188407,1.0,1.18,13,1.0,0.88,,CBRNE,NonKinetic,13,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,21,3
Title10;Title50,GovContractor,Biotechnology,,,POM,contracting,0.0,,1.0,,1.0,1.34,0.4,,0.65,0.3484,,,17,1.0,,,CBRNE,Kinetic,17,,,,favorable,,,,GovContractor,fail,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,prototype_demo,21,4
Title10,,Medical,0.0,1.0,POM,funding,,,1.0,,,1.14,0.4,1.0,0.36,0.170464,1.0,1.18,7,1.0,0.88,,Medical,Kinetic,7,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,DHA_BA2_001,26,DHA,CCMD,feasibility,21,4
MIP,,ISR,0.0,1.0,External,funding,,,1.0,,,1.4,0.4,1.0,0.32,0.169165,1.0,1.18,20,1.0,0.8,,MultiINT,Kinetic,20,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,21,2
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.34,0.4,1.0,0.2625,0.146103,1.0,1.18,17,1.0,0.88,,NA,Kinetic,17,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,21,2
Title10,,Air_Dominance,,,ProgramBase,test,0.0,1.0,1.0,0.775,,1.32,0.4,1.0,0.63,0.257796,1.0,,16,1.0,,1.0,ISR,NonKinetic,16,,,,favorable_with_caveats,favorable_with_caveats,,,GovContractor,fail,SAIC,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,functional_test,21,4
